sample_id,phasing,paternal_genbank_accession,maternal_genbank_accession,hap2_fa_gz_md5,hap2_fa_gz_fai,hap2_fa_gz_gzi,hap2_fa_gz,hap1_fa_gz_md5,hap1_fa_gz_fai,hap1_fa_gz_gzi,hap1_fa_gz
HG03942,trio,GCA_042036505.1,GCA_042036275.1,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG03942/assemblies/freeze_2/HG03942_mat_hprc_r2_v1.fa.gz.md5,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG03942/assemblies/freeze_2/HG03942_mat_hprc_r2_v1.fa.gz.fai,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG03942/assemblies/freeze_2/HG03942_mat_hprc_r2_v1.fa.gz.gzi,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG03942/assemblies/freeze_2/HG03942_mat_hprc_r2_v1.fa.gz,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG03942/assemblies/freeze_2/HG03942_pat_hprc_r2_v1.fa.gz.md5,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG03942/assemblies/freeze_2/HG03942_pat_hprc_r2_v1.fa.gz.fai,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG03942/assemblies/freeze_2/HG03942_pat_hprc_r2_v1.fa.gz.gzi,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG03942/assemblies/freeze_2/HG03942_pat_hprc_r2_v1.fa.gz
HG04157,trio,GCA_042036535.1,GCA_042036305.1,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG04157/assemblies/freeze_2/HG04157_mat_hprc_r2_v1.fa.gz.md5,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG04157/assemblies/freeze_2/HG04157_mat_hprc_r2_v1.fa.gz.fai,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG04157/assemblies/freeze_2/HG04157_mat_hprc_r2_v1.fa.gz.gzi,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG04157/assemblies/freeze_2/HG04157_mat_hprc_r2_v1.fa.gz,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG04157/assemblies/freeze_2/HG04157_pat_hprc_r2_v1.fa.gz.md5,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG04157/assemblies/freeze_2/HG04157_pat_hprc_r2_v1.fa.gz.fai,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG04157/assemblies/freeze_2/HG04157_pat_hprc_r2_v1.fa.gz.gzi,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG04157/assemblies/freeze_2/HG04157_pat_hprc_r2_v1.fa.gz
HG04160,trio,GCA_042036805.1,GCA_042036395.1,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG04160/assemblies/freeze_2/HG04160_mat_hprc_r2_v1.fa.gz.md5,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG04160/assemblies/freeze_2/HG04160_mat_hprc_r2_v1.fa.gz.fai,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG04160/assemblies/freeze_2/HG04160_mat_hprc_r2_v1.fa.gz.gzi,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG04160/assemblies/freeze_2/HG04160_mat_hprc_r2_v1.fa.gz,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG04160/assemblies/freeze_2/HG04160_pat_hprc_r2_v1.fa.gz.md5,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG04160/assemblies/freeze_2/HG04160_pat_hprc_r2_v1.fa.gz.fai,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG04160/assemblies/freeze_2/HG04160_pat_hprc_r2_v1.fa.gz.gzi,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG04160/assemblies/freeze_2/HG04160_pat_hprc_r2_v1.fa.gz
HG04204,trio,GCA_042036795.1,GCA_042036425.1,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG04204/assemblies/freeze_2/HG04204_mat_hprc_r2_v1.fa.gz.md5,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG04204/assemblies/freeze_2/HG04204_mat_hprc_r2_v1.fa.gz.fai,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG04204/assemblies/freeze_2/HG04204_mat_hprc_r2_v1.fa.gz.gzi,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG04204/assemblies/freeze_2/HG04204_mat_hprc_r2_v1.fa.gz,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG04204/assemblies/freeze_2/HG04204_pat_hprc_r2_v1.fa.gz.md5,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG04204/assemblies/freeze_2/HG04204_pat_hprc_r2_v1.fa.gz.fai,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG04204/assemblies/freeze_2/HG04204_pat_hprc_r2_v1.fa.gz.gzi,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG04204/assemblies/freeze_2/HG04204_pat_hprc_r2_v1.fa.gz
HG04228,trio,GCA_042036925.1,GCA_042036915.1,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG04228/assemblies/freeze_2/HG04228_mat_hprc_r2_v1.fa.gz.md5,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG04228/assemblies/freeze_2/HG04228_mat_hprc_r2_v1.fa.gz.fai,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG04228/assemblies/freeze_2/HG04228_mat_hprc_r2_v1.fa.gz.gzi,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG04228/assemblies/freeze_2/HG04228_mat_hprc_r2_v1.fa.gz,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG04228/assemblies/freeze_2/HG04228_pat_hprc_r2_v1.fa.gz.md5,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG04228/assemblies/freeze_2/HG04228_pat_hprc_r2_v1.fa.gz.fai,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG04228/assemblies/freeze_2/HG04228_pat_hprc_r2_v1.fa.gz.gzi,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG04228/assemblies/freeze_2/HG04228_pat_hprc_r2_v1.fa.gz
HG00423,trio,GCA_042076665.1,GCA_042076545.1,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG00423/assemblies/freeze_2/HG00423_mat_hprc_r2_v1.fa.gz.md5,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG00423/assemblies/freeze_2/HG00423_mat_hprc_r2_v1.fa.gz.fai,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG00423/assemblies/freeze_2/HG00423_mat_hprc_r2_v1.fa.gz.gzi,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG00423/assemblies/freeze_2/HG00423_mat_hprc_r2_v1.fa.gz,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG00423/assemblies/freeze_2/HG00423_pat_hprc_r2_v1.fa.gz.md5,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG00423/assemblies/freeze_2/HG00423_pat_hprc_r2_v1.fa.gz.fai,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG00423/assemblies/freeze_2/HG00423_pat_hprc_r2_v1.fa.gz.gzi,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG00423/assemblies/freeze_2/HG00423_pat_hprc_r2_v1.fa.gz
HG00544,trio,GCA_042076675.1,GCA_042076565.1,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG00544/assemblies/freeze_2/HG00544_mat_hprc_r2_v1.fa.gz.md5,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG00544/assemblies/freeze_2/HG00544_mat_hprc_r2_v1.fa.gz.fai,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG00544/assemblies/freeze_2/HG00544_mat_hprc_r2_v1.fa.gz.gzi,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG00544/assemblies/freeze_2/HG00544_mat_hprc_r2_v1.fa.gz,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG00544/assemblies/freeze_2/HG00544_pat_hprc_r2_v1.fa.gz.md5,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG00544/assemblies/freeze_2/HG00544_pat_hprc_r2_v1.fa.gz.fai,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG00544/assemblies/freeze_2/HG00544_pat_hprc_r2_v1.fa.gz.gzi,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG00544/assemblies/freeze_2/HG00544_pat_hprc_r2_v1.fa.gz
HG01943,trio,GCA_042076525.1,GCA_042076535.1,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01943/assemblies/freeze_2/HG01943_mat_hprc_r2_v1.fa.gz.md5,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01943/assemblies/freeze_2/HG01943_mat_hprc_r2_v1.fa.gz.fai,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01943/assemblies/freeze_2/HG01943_mat_hprc_r2_v1.fa.gz.gzi,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01943/assemblies/freeze_2/HG01943_mat_hprc_r2_v1.fa.gz,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01943/assemblies/freeze_2/HG01943_pat_hprc_r2_v1.fa.gz.md5,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01943/assemblies/freeze_2/HG01943_pat_hprc_r2_v1.fa.gz.fai,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01943/assemblies/freeze_2/HG01943_pat_hprc_r2_v1.fa.gz.gzi,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01943/assemblies/freeze_2/HG01943_pat_hprc_r2_v1.fa.gz
HG02735,trio,GCA_042076445.1,GCA_042076555.1,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG02735/assemblies/freeze_2/HG02735_mat_hprc_r2_v1.fa.gz.md5,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG02735/assemblies/freeze_2/HG02735_mat_hprc_r2_v1.fa.gz.fai,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG02735/assemblies/freeze_2/HG02735_mat_hprc_r2_v1.fa.gz.gzi,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG02735/assemblies/freeze_2/HG02735_mat_hprc_r2_v1.fa.gz,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG02735/assemblies/freeze_2/HG02735_pat_hprc_r2_v1.fa.gz.md5,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG02735/assemblies/freeze_2/HG02735_pat_hprc_r2_v1.fa.gz.fai,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG02735/assemblies/freeze_2/HG02735_pat_hprc_r2_v1.fa.gz.gzi,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG02735/assemblies/freeze_2/HG02735_pat_hprc_r2_v1.fa.gz
HG03225,hi-c,GCA_042076455.1,GCA_042076465.1,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG03225/assemblies/freeze_2/HG03225_hap2_hprc_r2_v1.fa.gz.md5,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG03225/assemblies/freeze_2/HG03225_hap2_hprc_r2_v1.fa.gz.fai,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG03225/assemblies/freeze_2/HG03225_hap2_hprc_r2_v1.fa.gz.gzi,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG03225/assemblies/freeze_2/HG03225_hap2_hprc_r2_v1.fa.gz,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG03225/assemblies/freeze_2/HG03225_hap1_hprc_r2_v1.fa.gz.md5,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG03225/assemblies/freeze_2/HG03225_hap1_hprc_r2_v1.fa.gz.fai,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG03225/assemblies/freeze_2/HG03225_hap1_hprc_r2_v1.fa.gz.gzi,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG03225/assemblies/freeze_2/HG03225_hap1_hprc_r2_v1.fa.gz
HG00126,hi-c,GCA_042078065.1,GCA_042077875.1,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG00126/assemblies/freeze_2/HG00126_hap2_hprc_r2_v1.fa.gz.md5,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG00126/assemblies/freeze_2/HG00126_hap2_hprc_r2_v1.fa.gz.fai,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG00126/assemblies/freeze_2/HG00126_hap2_hprc_r2_v1.fa.gz.gzi,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG00126/assemblies/freeze_2/HG00126_hap2_hprc_r2_v1.fa.gz,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG00126/assemblies/freeze_2/HG00126_hap1_hprc_r2_v1.fa.gz.md5,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG00126/assemblies/freeze_2/HG00126_hap1_hprc_r2_v1.fa.gz.fai,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG00126/assemblies/freeze_2/HG00126_hap1_hprc_r2_v1.fa.gz.gzi,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG00126/assemblies/freeze_2/HG00126_hap1_hprc_r2_v1.fa.gz
HG00128,hi-c,GCA_042078025.1,GCA_042077885.1,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG00128/assemblies/freeze_2/HG00128_hap2_hprc_r2_v1.fa.gz.md5,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG00128/assemblies/freeze_2/HG00128_hap2_hprc_r2_v1.fa.gz.fai,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG00128/assemblies/freeze_2/HG00128_hap2_hprc_r2_v1.fa.gz.gzi,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG00128/assemblies/freeze_2/HG00128_hap2_hprc_r2_v1.fa.gz,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG00128/assemblies/freeze_2/HG00128_hap1_hprc_r2_v1.fa.gz.md5,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG00128/assemblies/freeze_2/HG00128_hap1_hprc_r2_v1.fa.gz.fai,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG00128/assemblies/freeze_2/HG00128_hap1_hprc_r2_v1.fa.gz.gzi,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG00128/assemblies/freeze_2/HG00128_hap1_hprc_r2_v1.fa.gz
HG00133,hi-c,GCA_042078005.1,GCA_042077855.1,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG00133/assemblies/freeze_2/HG00133_hap2_hprc_r2_v1.fa.gz.md5,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG00133/assemblies/freeze_2/HG00133_hap2_hprc_r2_v1.fa.gz.fai,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG00133/assemblies/freeze_2/HG00133_hap2_hprc_r2_v1.fa.gz.gzi,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG00133/assemblies/freeze_2/HG00133_hap2_hprc_r2_v1.fa.gz,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG00133/assemblies/freeze_2/HG00133_hap1_hprc_r2_v1.fa.gz.md5,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG00133/assemblies/freeze_2/HG00133_hap1_hprc_r2_v1.fa.gz.fai,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG00133/assemblies/freeze_2/HG00133_hap1_hprc_r2_v1.fa.gz.gzi,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG00133/assemblies/freeze_2/HG00133_hap1_hprc_r2_v1.fa.gz
HG00146,hi-c,GCA_042077995.1,GCA_042078085.1,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG00146/assemblies/freeze_2/HG00146_hap2_hprc_r2_v1.fa.gz.md5,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG00146/assemblies/freeze_2/HG00146_hap2_hprc_r2_v1.fa.gz.fai,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG00146/assemblies/freeze_2/HG00146_hap2_hprc_r2_v1.fa.gz.gzi,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG00146/assemblies/freeze_2/HG00146_hap2_hprc_r2_v1.fa.gz,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG00146/assemblies/freeze_2/HG00146_hap1_hprc_r2_v1.fa.gz.md5,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG00146/assemblies/freeze_2/HG00146_hap1_hprc_r2_v1.fa.gz.fai,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG00146/assemblies/freeze_2/HG00146_hap1_hprc_r2_v1.fa.gz.gzi,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG00146/assemblies/freeze_2/HG00146_hap1_hprc_r2_v1.fa.gz
HG00232,hi-c,GCA_042077985.1,GCA_042077745.1,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG00232/assemblies/freeze_2/HG00232_hap2_hprc_r2_v1.fa.gz.md5,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG00232/assemblies/freeze_2/HG00232_hap2_hprc_r2_v1.fa.gz.fai,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG00232/assemblies/freeze_2/HG00232_hap2_hprc_r2_v1.fa.gz.gzi,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG00232/assemblies/freeze_2/HG00232_hap2_hprc_r2_v1.fa.gz,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG00232/assemblies/freeze_2/HG00232_hap1_hprc_r2_v1.fa.gz.md5,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG00232/assemblies/freeze_2/HG00232_hap1_hprc_r2_v1.fa.gz.fai,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG00232/assemblies/freeze_2/HG00232_hap1_hprc_r2_v1.fa.gz.gzi,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG00232/assemblies/freeze_2/HG00232_hap1_hprc_r2_v1.fa.gz
HG00290,hi-c,GCA_042077965.1,GCA_042077735.1,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG00290/assemblies/freeze_2/HG00290_hap2_hprc_r2_v1.fa.gz.md5,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG00290/assemblies/freeze_2/HG00290_hap2_hprc_r2_v1.fa.gz.fai,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG00290/assemblies/freeze_2/HG00290_hap2_hprc_r2_v1.fa.gz.gzi,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG00290/assemblies/freeze_2/HG00290_hap2_hprc_r2_v1.fa.gz,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG00290/assemblies/freeze_2/HG00290_hap1_hprc_r2_v1.fa.gz.md5,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG00290/assemblies/freeze_2/HG00290_hap1_hprc_r2_v1.fa.gz.fai,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG00290/assemblies/freeze_2/HG00290_hap1_hprc_r2_v1.fa.gz.gzi,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG00290/assemblies/freeze_2/HG00290_hap1_hprc_r2_v1.fa.gz
