sample_id,accession,study,bioproject_accession,biosample_accession,filename,filetype,path,data_type,total_reads,ntsm_score,production,title,design_description,generator_facility,generator_contact,library_id,library_strategy,library_source,library_selection,library_layout,shear_method,size_selection,platform,instrument_model,seq_plate_chemistry_version,polymerase_version,basecaller_version,ccs_algorithm,cell_type,platform_unit_1,platform_unit_2,barcode,iso_library_id,iso_filename,pool,similarity,pbtrim_version,jasmine_version,lima_version,refine_version,check-flnc reads
HG00253,,SRP305758,PRJNA701308,,HG00253.lymph.m84203_241028_200231_s4-m84203_241028_220156_s1.flnc.bam,unaligned reads,s3://human-pangenomics/working/HPRC/HG00253/raw_data/PacBio_Kinnex/HG00253.lymph.m84203_241028_200231_s4-m84203_241028_220156_s1.flnc.bam,bam,12525697,0.198226,RU_Y5_Kinnex,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,Rockefeller University,iviolich@ucsc.edu,HG00253.lymph.m84203_241028_200231_s4-m84203_241028_220156_s1,isoseq,transcriptomic,cDNA,single,,,PACBIO_SMRT,Revio,C1,P1,5,8.0.1,lymph,m84203_241028_200231_s4,m84203_241028_220156_s1,bc06,HPRC_Kinnex_Pool16,flnc-6.bam,HPRC_Kinnex_Pool016,1,1.1.0,2.2.1,2.10.0,4.1.2,True
NA20809,,SRP305758,PRJNA701308,,NA20809.lymph.m84203_241028_200231_s4-m84203_241028_220156_s1.flnc.bam,unaligned reads,s3://human-pangenomics/working/HPRC/NA20809/raw_data/PacBio_Kinnex/NA20809.lymph.m84203_241028_200231_s4-m84203_241028_220156_s1.flnc.bam,bam,19769387,0.215003,RU_Y5_Kinnex,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,Rockefeller University,iviolich@ucsc.edu,NA20809.lymph.m84203_241028_200231_s4-m84203_241028_220156_s1,isoseq,transcriptomic,cDNA,single,,,PACBIO_SMRT,Revio,C1,P1,5,8.0.1,lymph,m84203_241028_200231_s4,m84203_241028_220156_s1,bc08,HPRC_Kinnex_Pool16,flnc-8.bam,HPRC_Kinnex_Pool016,1,1.1.0,2.2.1,2.10.0,4.1.2,True
NA18967,,SRP305758,PRJNA701308,,NA18967.lymph.m84203_241030_015357_s1-m84203_241029_235436_s4.flnc.bam,unaligned reads,s3://human-pangenomics/working/HPRC/NA18967/raw_data/PacBio_Kinnex/NA18967.lymph.m84203_241030_015357_s1-m84203_241029_235436_s4.flnc.bam,bam,12677755,0.167323,RU_Y5_Kinnex,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,Rockefeller University,iviolich@ucsc.edu,NA18967.lymph.m84203_241030_015357_s1-m84203_241029_235436_s4,isoseq,transcriptomic,cDNA,single,,,PACBIO_SMRT,Revio,C1,P1,5,8.0.1,lymph,m84203_241030_015357_s1,m84203_241029_235436_s4,bc04,HPRC_Kinnex_Pool18,flnc-4.bam,HPRC_Kinnex_Pool018,1,1.1.0,2.2.1,2.10.0,4.1.2,True
NA19835,,SRP305758,PRJNA701308,,NA19835.lymph.m84091_241028_180302_s2-m84091_241028_160334_s1.flnc.bam,unaligned reads,s3://human-pangenomics/working/HPRC/NA19835/raw_data/PacBio_Kinnex/NA19835.lymph.m84091_241028_180302_s2-m84091_241028_160334_s1.flnc.bam,bam,15652847,0.192719,RU_Y5_Kinnex,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,Rockefeller University,iviolich@ucsc.edu,NA19835.lymph.m84091_241028_180302_s2-m84091_241028_160334_s1,isoseq,transcriptomic,cDNA,single,,,PACBIO_SMRT,Revio,C1,P1,5,8.0.1,lymph,m84091_241028_180302_s2,m84091_241028_160334_s1,bc08,HPRC_Kinnex_Pool20,flnc-8.bam,HPRC_Kinnex_Pool020,1,1.1.0,2.2.1,2.10.0,4.1.2,True
HG00235,,SRP305758,PRJNA701308,,HG00235.lymph.m84203_241023_010712_s4-m84203_241023_030638_s1.flnc.bam,unaligned reads,s3://human-pangenomics/working/HPRC/HG00235/raw_data/PacBio_Kinnex/HG00235.lymph.m84203_241023_010712_s4-m84203_241023_030638_s1.flnc.bam,bam,14280975,0.189783,RU_Y5_Kinnex,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,Rockefeller University,iviolich@ucsc.edu,HG00235.lymph.m84203_241023_010712_s4-m84203_241023_030638_s1,isoseq,transcriptomic,cDNA,single,,,PACBIO_SMRT,Revio,C1,P1,5,8.0.1,lymph,m84203_241023_010712_s4,m84203_241023_030638_s1,bc01,HPRC_Kinnex_Pool21,flnc-1.bam,HPRC_Kinnex_Pool021,1,1.1.0,2.2.1,2.10.0,4.1.2,True
HG03369,,SRP305758,PRJNA701308,,HG03369.lymph.m84203_241023_010712_s4-m84203_241023_030638_s1.flnc.bam,unaligned reads,s3://human-pangenomics/working/HPRC/HG03369/raw_data/PacBio_Kinnex/HG03369.lymph.m84203_241023_010712_s4-m84203_241023_030638_s1.flnc.bam,bam,13902428,0.190931,RU_Y5_Kinnex,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,Rockefeller University,iviolich@ucsc.edu,HG03369.lymph.m84203_241023_010712_s4-m84203_241023_030638_s1,isoseq,transcriptomic,cDNA,single,,,PACBIO_SMRT,Revio,C1,P1,5,8.0.1,lymph,m84203_241023_010712_s4,m84203_241023_030638_s1,bc02,HPRC_Kinnex_Pool21,flnc-2.bam,HPRC_Kinnex_Pool021,1,1.1.0,2.2.1,2.10.0,4.1.2,True
NA18565,,SRP305758,PRJNA701308,,NA18565.lymph.m84203_241023_010712_s4-m84203_241023_030638_s1.flnc.bam,unaligned reads,s3://human-pangenomics/working/HPRC/NA18565/raw_data/PacBio_Kinnex/NA18565.lymph.m84203_241023_010712_s4-m84203_241023_030638_s1.flnc.bam,bam,14672154,0.189897,RU_Y5_Kinnex,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,Rockefeller University,iviolich@ucsc.edu,NA18565.lymph.m84203_241023_010712_s4-m84203_241023_030638_s1,isoseq,transcriptomic,cDNA,single,,,PACBIO_SMRT,Revio,C1,P1,5,8.0.1,lymph,m84203_241023_010712_s4,m84203_241023_030638_s1,bc03,HPRC_Kinnex_Pool21,flnc-3.bam,HPRC_Kinnex_Pool021,1,1.1.0,2.2.1,2.10.0,4.1.2,True
NA21102,,SRP305758,PRJNA701308,,NA21102.lymph.m84203_241023_010712_s4-m84203_241023_030638_s1.flnc.bam,unaligned reads,s3://human-pangenomics/working/HPRC/NA21102/raw_data/PacBio_Kinnex/NA21102.lymph.m84203_241023_010712_s4-m84203_241023_030638_s1.flnc.bam,bam,16952868,0.188387,RU_Y5_Kinnex,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,Rockefeller University,iviolich@ucsc.edu,NA21102.lymph.m84203_241023_010712_s4-m84203_241023_030638_s1,isoseq,transcriptomic,cDNA,single,,,PACBIO_SMRT,Revio,C1,P1,5,8.0.1,lymph,m84203_241023_010712_s4,m84203_241023_030638_s1,bc04,HPRC_Kinnex_Pool21,flnc-4.bam,HPRC_Kinnex_Pool021,1,1.1.0,2.2.1,2.10.0,4.1.2,True
HG01167,,SRP305758,PRJNA701308,,HG01167.lymph.m84203_241023_010712_s4-m84203_241023_030638_s1.flnc.bam,unaligned reads,s3://human-pangenomics/working/HPRC/HG01167/raw_data/PacBio_Kinnex/HG01167.lymph.m84203_241023_010712_s4-m84203_241023_030638_s1.flnc.bam,bam,16985450,0.212495,RU_Y5_Kinnex,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,Rockefeller University,iviolich@ucsc.edu,HG01167.lymph.m84203_241023_010712_s4-m84203_241023_030638_s1,isoseq,transcriptomic,cDNA,single,,,PACBIO_SMRT,Revio,C1,P1,5,8.0.1,lymph,m84203_241023_010712_s4,m84203_241023_030638_s1,bc06,HPRC_Kinnex_Pool21,flnc-6.bam,HPRC_Kinnex_Pool021,1,1.1.0,2.2.1,2.10.0,4.1.2,True
HG00099,,SRP305758,PRJNA701308,,HG00099.lymph.m84081_240722_230051_s3-m84081_240723_010018_s4.flnc.bam,unaligned reads,s3://human-pangenomics/working/HPRC/HG00099/raw_data/PacBio_Kinnex/HG00099.lymph.m84081_240722_230051_s3-m84081_240723_010018_s4.flnc.bam,bam,19956012,0.163701,WUSTL_HPRC_Y5_Per_Pool_Kinnex,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,Washington University,iviolich@ucsc.edu,HG00099.lymph.m84081_240722_230051_s3-m84081_240723_010018_s4,isoseq,transcriptomic,cDNA,single,,,PACBIO_SMRT,Revio,C1,P1,5,8.0.0,lymph,m84081_240722_230051_s3,m84081_240723_010018_s4,bc07,HPRC_Kinnex_Pool_15,flnc-7.bam,HPRC_Kinnex_Pool15,1,1.0.0,2.2.0,2.9.0,4.1.1,True
HG00126,,SRP305758,PRJNA701308,,HG00126.lymph.m84081_240728_071012_s1-m84081_240728_051033_s2.flnc.bam,unaligned reads,s3://human-pangenomics/working/HPRC/HG00126/raw_data/PacBio_Kinnex/HG00126.lymph.m84081_240728_071012_s1-m84081_240728_051033_s2.flnc.bam,bam,16747362,0.167472,WUSTL_HPRC_Y5_Per_Pool_Kinnex,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,Washington University,iviolich@ucsc.edu,HG00126.lymph.m84081_240728_071012_s1-m84081_240728_051033_s2,isoseq,transcriptomic,cDNA,single,,,PACBIO_SMRT,Revio,C1,P1,5,8.0.0,lymph,m84081_240728_071012_s1,m84081_240728_051033_s2,bc03,HPRC_Kinnex_Pool_19,flnc-3.bam,HPRC_Kinnex_Pool19,1,1.0.0,2.2.0,2.9.0,4.1.1,True
HG00128,,SRP305758,PRJNA701308,,HG00128.lymph.m84081_240728_110915_s4-m84081_240728_090940_s3.flnc.bam,unaligned reads,s3://human-pangenomics/working/HPRC/HG00128/raw_data/PacBio_Kinnex/HG00128.lymph.m84081_240728_110915_s4-m84081_240728_090940_s3.flnc.bam,bam,13721123,0.179282,WUSTL_HPRC_Y5_Per_Pool_Kinnex,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,Washington University,iviolich@ucsc.edu,HG00128.lymph.m84081_240728_110915_s4-m84081_240728_090940_s3,isoseq,transcriptomic,cDNA,single,,,PACBIO_SMRT,Revio,C1,P1,5,8.0.0,lymph,m84081_240728_110915_s4,m84081_240728_090940_s3,bc07,HPRC_Kinnex_Pool_20,flnc-3.bam,HPRC_Kinnex_Pool20,1,1.0.0,2.2.0,2.9.0,4.1.1,True
HG00133,,SRP305758,PRJNA701308,,HG00133.lymph.m84081_240728_071012_s1-m84081_240728_051033_s2.flnc.bam,unaligned reads,s3://human-pangenomics/working/HPRC/HG00133/raw_data/PacBio_Kinnex/HG00133.lymph.m84081_240728_071012_s1-m84081_240728_051033_s2.flnc.bam,bam,16117026,0.163925,WUSTL_HPRC_Y5_Per_Pool_Kinnex,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,Washington University,iviolich@ucsc.edu,HG00133.lymph.m84081_240728_071012_s1-m84081_240728_051033_s2,isoseq,transcriptomic,cDNA,single,,,PACBIO_SMRT,Revio,C1,P1,5,8.0.0,lymph,m84081_240728_071012_s1,m84081_240728_051033_s2,bc04,HPRC_Kinnex_Pool_19,flnc-4.bam,HPRC_Kinnex_Pool19,1,1.0.0,2.2.0,2.9.0,4.1.1,True
HG00140,,SRP305758,PRJNA701308,,HG00140.lymph.m84081_240726_211757_s1-m84081_240726_191837_s2.flnc.bam,unaligned reads,s3://human-pangenomics/working/HPRC/HG00140/raw_data/PacBio_Kinnex/HG00140.lymph.m84081_240726_211757_s1-m84081_240726_191837_s2.flnc.bam,bam,21434086,0.169169,WUSTL_HPRC_Y5_Per_Pool_Kinnex,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,Washington University,iviolich@ucsc.edu,HG00140.lymph.m84081_240726_211757_s1-m84081_240726_191837_s2,isoseq,transcriptomic,cDNA,single,,,PACBIO_SMRT,Revio,C1,P1,5,8.0.0,lymph,m84081_240726_211757_s1,m84081_240726_191837_s2,bc06,HPRC_Kinnex_Pool_14,flnc-2.bam,HPRC_Kinnex_Pool14,1,1.0.0,2.2.0,2.9.0,4.1.1,True
HG00146,,SRP305758,PRJNA701308,,HG00146.lymph.m84081_240728_071012_s1-m84081_240728_051033_s2.flnc.bam,unaligned reads,s3://human-pangenomics/working/HPRC/HG00146/raw_data/PacBio_Kinnex/HG00146.lymph.m84081_240728_071012_s1-m84081_240728_051033_s2.flnc.bam,bam,18071802,0.173507,WUSTL_HPRC_Y5_Per_Pool_Kinnex,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,Washington University,iviolich@ucsc.edu,HG00146.lymph.m84081_240728_071012_s1-m84081_240728_051033_s2,isoseq,transcriptomic,cDNA,single,,,PACBIO_SMRT,Revio,C1,P1,5,8.0.0,lymph,m84081_240728_071012_s1,m84081_240728_051033_s2,bc12,HPRC_Kinnex_Pool_19,flnc-8.bam,HPRC_Kinnex_Pool19,1,1.0.0,2.2.0,2.9.0,4.1.1,True
HG00232,,SRP305758,PRJNA701308,,HG00232.lymph.m84081_240728_071012_s1-m84081_240728_051033_s2.flnc.bam,unaligned reads,s3://human-pangenomics/working/HPRC/HG00232/raw_data/PacBio_Kinnex/HG00232.lymph.m84081_240728_071012_s1-m84081_240728_051033_s2.flnc.bam,bam,20080345,0.176092,WUSTL_HPRC_Y5_Per_Pool_Kinnex,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,Washington University,iviolich@ucsc.edu,HG00232.lymph.m84081_240728_071012_s1-m84081_240728_051033_s2,isoseq,transcriptomic,cDNA,single,,,PACBIO_SMRT,Revio,C1,P1,5,8.0.0,lymph,m84081_240728_071012_s1,m84081_240728_051033_s2,bc01,HPRC_Kinnex_Pool_19,flnc-1.bam,HPRC_Kinnex_Pool19,1,1.0.0,2.2.0,2.9.0,4.1.1,True
HG00280,,SRP305758,PRJNA701308,,HG00280.lymph.m84081_240722_230051_s3-m84081_240723_010018_s4.flnc.bam,unaligned reads,s3://human-pangenomics/working/HPRC/HG00280/raw_data/PacBio_Kinnex/HG00280.lymph.m84081_240722_230051_s3-m84081_240723_010018_s4.flnc.bam,bam,17784599,0.162958,WUSTL_HPRC_Y5_Per_Pool_Kinnex,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,Washington University,iviolich@ucsc.edu,HG00280.lymph.m84081_240722_230051_s3-m84081_240723_010018_s4,isoseq,transcriptomic,cDNA,single,,,PACBIO_SMRT,Revio,C1,P1,5,8.0.0,lymph,m84081_240722_230051_s3,m84081_240723_010018_s4,bc08,HPRC_Kinnex_Pool_15,flnc-8.bam,HPRC_Kinnex_Pool15,1,1.0.0,2.2.0,2.9.0,4.1.1,True
HG00290,,SRP305758,PRJNA701308,,HG00290.lymph.m84081_240728_110915_s4-m84081_240728_090940_s3.flnc.bam,unaligned reads,s3://human-pangenomics/working/HPRC/HG00290/raw_data/PacBio_Kinnex/HG00290.lymph.m84081_240728_110915_s4-m84081_240728_090940_s3.flnc.bam,bam,18955455,0.176903,WUSTL_HPRC_Y5_Per_Pool_Kinnex,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,Washington University,iviolich@ucsc.edu,HG00290.lymph.m84081_240728_110915_s4-m84081_240728_090940_s3,isoseq,transcriptomic,cDNA,single,,,PACBIO_SMRT,Revio,C1,P1,5,8.0.0,lymph,m84081_240728_110915_s4,m84081_240728_090940_s3,bc05,HPRC_Kinnex_Pool_20,flnc-1.bam,HPRC_Kinnex_Pool20,1,1.0.0,2.2.0,2.9.0,4.1.1,True
HG00320,,SRP305758,PRJNA701308,,HG00320.lymph.m84081_240728_071012_s1-m84081_240728_051033_s2.flnc.bam,unaligned reads,s3://human-pangenomics/working/HPRC/HG00320/raw_data/PacBio_Kinnex/HG00320.lymph.m84081_240728_071012_s1-m84081_240728_051033_s2.flnc.bam,bam,15670854,0.171093,WUSTL_HPRC_Y5_Per_Pool_Kinnex,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,Washington University,iviolich@ucsc.edu,HG00320.lymph.m84081_240728_071012_s1-m84081_240728_051033_s2,isoseq,transcriptomic,cDNA,single,,,PACBIO_SMRT,Revio,C1,P1,5,8.0.0,lymph,m84081_240728_071012_s1,m84081_240728_051033_s2,bc10,HPRC_Kinnex_Pool_19,flnc-6.bam,HPRC_Kinnex_Pool19,1,1.0.0,2.2.0,2.9.0,4.1.1,True
HG00321,,SRP305758,PRJNA701308,,HG00321.lymph.m84081_240728_071012_s1-m84081_240728_051033_s2.flnc.bam,unaligned reads,s3://human-pangenomics/working/HPRC/HG00321/raw_data/PacBio_Kinnex/HG00321.lymph.m84081_240728_071012_s1-m84081_240728_051033_s2.flnc.bam,bam,20295363,0.172274,WUSTL_HPRC_Y5_Per_Pool_Kinnex,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,Washington University,iviolich@ucsc.edu,HG00321.lymph.m84081_240728_071012_s1-m84081_240728_051033_s2,isoseq,transcriptomic,cDNA,single,,,PACBIO_SMRT,Revio,C1,P1,5,8.0.0,lymph,m84081_240728_071012_s1,m84081_240728_051033_s2,bc02,HPRC_Kinnex_Pool_19,flnc-2.bam,HPRC_Kinnex_Pool19,1,1.0.0,2.2.0,2.9.0,4.1.1,True
HG00323,,SRP305758,PRJNA701308,,HG00323.lymph.m84081_240726_211757_s1-m84081_240726_191837_s2.flnc.bam,unaligned reads,s3://human-pangenomics/working/HPRC/HG00323/raw_data/PacBio_Kinnex/HG00323.lymph.m84081_240726_211757_s1-m84081_240726_191837_s2.flnc.bam,bam,12099649,0.166905,WUSTL_HPRC_Y5_Per_Pool_Kinnex,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,Washington University,iviolich@ucsc.edu,HG00323.lymph.m84081_240726_211757_s1-m84081_240726_191837_s2,isoseq,transcriptomic,cDNA,single,,,PACBIO_SMRT,Revio,C1,P1,5,8.0.0,lymph,m84081_240726_211757_s1,m84081_240726_191837_s2,bc07,HPRC_Kinnex_Pool_14,flnc-3.bam,HPRC_Kinnex_Pool14,1,1.0.0,2.2.0,2.9.0,4.1.1,True
HG00408,,SRP305758,PRJNA701308,,HG00408.lymph.m84081_240719_183458_s2-m84081_240719_203427_s1.flnc.bam,unaligned reads,s3://human-pangenomics/working/HPRC/HG00408/raw_data/PacBio_Kinnex/HG00408.lymph.m84081_240719_183458_s2-m84081_240719_203427_s1.flnc.bam,bam,21778143,0.148935,WUSTL_HPRC_Y5_Per_Pool_Kinnex,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,Washington University,iviolich@ucsc.edu,HG00408.lymph.m84081_240719_183458_s2-m84081_240719_203427_s1,isoseq,transcriptomic,cDNA,single,,,PACBIO_SMRT,Revio,C1,P1,5,8.0.0,lymph,m84081_240719_183458_s2,m84081_240719_203427_s1,bc02,HPRC_Kinnex_Pool_9,flnc-2.bam,HPRC_Kinnex_Pool9,1,1.0.0,2.2.0,2.9.0,4.1.1,True
HG00544,,SRP305758,PRJNA701308,,HG00544.lymph.m84081_240712_233953_s3-m84081_240714_053249_s2.flnc.bam,unaligned reads,s3://human-pangenomics/working/HPRC/HG00544/raw_data/PacBio_Kinnex/HG00544.lymph.m84081_240712_233953_s3-m84081_240714_053249_s2.flnc.bam,bam,16109300,0.1401,WUSTL_HPRC_Y5_Per_Pool_Kinnex,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,Washington University,iviolich@ucsc.edu,HG00544.lymph.m84081_240712_233953_s3-m84081_240714_053249_s2,isoseq,transcriptomic,cDNA,single,,,PACBIO_SMRT,Revio,C1,P1,5,8.0.0,lymph,m84081_240712_233953_s3,m84081_240714_053249_s2,bc01,HPRC_Kinnex_Pool_3,flnc-1.bam,HPRC_Kinnex_Pool3,1,1.0.0,2.2.0,2.9.0,4.1.1,True
HG00558,,SRP305758,PRJNA701308,,HG00558.lymph.m84081_240721_062628_s1-m84081_240721_042704_s2.flnc.bam,unaligned reads,s3://human-pangenomics/working/HPRC/HG00558/raw_data/PacBio_Kinnex/HG00558.lymph.m84081_240721_062628_s1-m84081_240721_042704_s2.flnc.bam,bam,12646912,0.150622,WUSTL_HPRC_Y5_Per_Pool_Kinnex,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,Washington University,iviolich@ucsc.edu,HG00558.lymph.m84081_240721_062628_s1-m84081_240721_042704_s2,isoseq,transcriptomic,cDNA,single,,,PACBIO_SMRT,Revio,C1,P1,5,8.0.0,lymph,m84081_240721_062628_s1,m84081_240721_042704_s2,bc11,HPRC_Kinnex_Pool_11,flnc-7.bam,HPRC_Kinnex_Pool11,1,1.0.0,2.2.0,2.9.0,4.1.1,True
HG00597,,SRP305758,PRJNA701308,,HG00597.lymph.m84081_240715_195907_s2-m84081_240715_215836_s1.flnc.bam,unaligned reads,s3://human-pangenomics/working/HPRC/HG00597/raw_data/PacBio_Kinnex/HG00597.lymph.m84081_240715_195907_s2-m84081_240715_215836_s1.flnc.bam,bam,20552427,0.153118,WUSTL_HPRC_Y5_Per_Pool_Kinnex,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,Washington University,iviolich@ucsc.edu,HG00597.lymph.m84081_240715_195907_s2-m84081_240715_215836_s1,isoseq,transcriptomic,cDNA,single,,,PACBIO_SMRT,Revio,C1,P1,5,8.0.0,lymph,m84081_240715_195907_s2,m84081_240715_215836_s1,bc01,HPRC_Kinnex_Pool_6,flnc-1.bam,HPRC_Kinnex_Pool6,1,1.0.0,2.2.0,2.9.0,4.1.1,True
HG00609,,SRP305758,PRJNA701308,,HG00609.lymph.m84081_240715_195907_s2-m84081_240715_215836_s1.flnc.bam,unaligned reads,s3://human-pangenomics/working/HPRC/HG00609/raw_data/PacBio_Kinnex/HG00609.lymph.m84081_240715_195907_s2-m84081_240715_215836_s1.flnc.bam,bam,22317518,0.142924,WUSTL_HPRC_Y5_Per_Pool_Kinnex,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,Washington University,iviolich@ucsc.edu,HG00609.lymph.m84081_240715_195907_s2-m84081_240715_215836_s1,isoseq,transcriptomic,cDNA,single,,,PACBIO_SMRT,Revio,C1,P1,5,8.0.0,lymph,m84081_240715_195907_s2,m84081_240715_215836_s1,bc02,HPRC_Kinnex_Pool_6,flnc-2.bam,HPRC_Kinnex_Pool6,1,1.0.0,2.2.0,2.9.0,4.1.1,True
HG00639,,SRP305758,PRJNA701308,,HG00639.lymph.m84081_240719_223349_s3-m84081_240720_003316_s4.flnc.bam,unaligned reads,s3://human-pangenomics/working/HPRC/HG00639/raw_data/PacBio_Kinnex/HG00639.lymph.m84081_240719_223349_s3-m84081_240720_003316_s4.flnc.bam,bam,18042426,0.169262,WUSTL_HPRC_Y5_Per_Pool_Kinnex,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,Washington University,iviolich@ucsc.edu,HG00639.lymph.m84081_240719_223349_s3-m84081_240720_003316_s4,isoseq,transcriptomic,cDNA,single,,,PACBIO_SMRT,Revio,C1,P1,5,8.0.0,lymph,m84081_240719_223349_s3,m84081_240720_003316_s4,bc01,HPRC_Kinnex_Pool_10,flnc-1.bam,HPRC_Kinnex_Pool10,1,1.0.0,2.2.0,2.9.0,4.1.1,True
HG00642,,SRP305758,PRJNA701308,,HG00642.lymph.m84081_240712_233953_s3-m84081_240714_053249_s2.flnc.bam,unaligned reads,s3://human-pangenomics/working/HPRC/HG00642/raw_data/PacBio_Kinnex/HG00642.lymph.m84081_240712_233953_s3-m84081_240714_053249_s2.flnc.bam,bam,22234824,0.173299,WUSTL_HPRC_Y5_Per_Pool_Kinnex,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,Washington University,iviolich@ucsc.edu,HG00642.lymph.m84081_240712_233953_s3-m84081_240714_053249_s2,isoseq,transcriptomic,cDNA,single,,,PACBIO_SMRT,Revio,C1,P1,5,8.0.0,lymph,m84081_240712_233953_s3,m84081_240714_053249_s2,bc02,HPRC_Kinnex_Pool_3,flnc-2.bam,HPRC_Kinnex_Pool3,1,1.0.0,2.2.0,2.9.0,4.1.1,True
HG00658,,SRP305758,PRJNA701308,,HG00658.lymph.m84081_240721_062628_s1-m84081_240721_042704_s2.flnc.bam,unaligned reads,s3://human-pangenomics/working/HPRC/HG00658/raw_data/PacBio_Kinnex/HG00658.lymph.m84081_240721_062628_s1-m84081_240721_042704_s2.flnc.bam,bam,17537411,0.1554,WUSTL_HPRC_Y5_Per_Pool_Kinnex,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,Washington University,iviolich@ucsc.edu,HG00658.lymph.m84081_240721_062628_s1-m84081_240721_042704_s2,isoseq,transcriptomic,cDNA,single,,,PACBIO_SMRT,Revio,C1,P1,5,8.0.0,lymph,m84081_240721_062628_s1,m84081_240721_042704_s2,bc08,HPRC_Kinnex_Pool_11,flnc-4.bam,HPRC_Kinnex_Pool11,1,1.0.0,2.2.0,2.9.0,4.1.1,True
