sample_id,accession,study,bioproject_accession,biosample_accession,filename,filetype,path,data_type,coverage,deepconsensus_coverage,total_reads,total_bp,total_gbp,mean,min,max,n25,n50,n75,quartile_25,quartile_50,quartile_75,ntsm_score,production,design_description,notes,generator_facility,generator_contact,library_id,library_strategy,library_source,library_selection,library_layout,shear_method,size_selection,platform,instrument_model,seq_plate_chemistry_version,polymerase_version,basecaller,basecaller_version,ccs_algorithm,lima_version,lima_float_version,primrose_version,primrose_filename,deepconsensus_filename,deepconsensus_path,mm_tag,mm_review,mm_remove,ML_tag,all_kinetics_flag,keep_kinetics_flag,hifi_kinetics_tag,PP_PRIMROSE,fi_tag,ri_tag,fp_tag,rp_tag
HG02841,SRR30151970,SRP305758,PRJNA701308,SAMN37797106,m64330e_220407_180519.fixed_kinetics.hifi_reads.bam,bam,s3://human-pangenomics/working/HPRC/HG02841/raw_data/PacBio_HiFi/wMods/m64330e_220407_180519.fixed_kinetics.hifi_reads.bam,unaligned reads with 5mC,2.9,,556026.0,9018445903.0,9.02,16219.0,65.0,47984.0,14039.0,16463.0,19604.0,13397.0,15543.0,18406.0,0.693409,r2-limma-patch,HiFi sequencing of 20kb fractionated gDNA,file.list name: m64330e_220407_180519.demultiplex.bc1021--bc1021.5mc.hifi_reads.kinetics_trimmed.5mc.bam; original unfixed file in working: m64330e_220407_180519.demultiplex.bc1021--bc1021.5mc.hifi_reads.bam; to be released,Rockefeller University,vgl-lab@rockefeller.edu,HG02841_PB1_m64330e_220407_180519_m64330e_220407_180519,WGS,GENOMIC,size fractionation,single,Megaruptor 3,PippinHT,PACBIO_SMRT,Sequel II,C2,P2,ccs,6.0.0,6.0.0,,,1.3.0,,,,True,,,True,True,True,False,True,True,True,True,True
HG02841,SRR30151971,SRP305758,PRJNA701308,SAMN37797106,m64334e_220321_180258.5mc.hifi_reads.bam,bam,s3://human-pangenomics/working/HPRC/HG02841/raw_data/PacBio_HiFi/primrose/m64334e_220321_180258.5mc.hifi_reads.bam,unaligned reads with 5mC,10.2,11.7,1947398.0,31549601858.0,31.55,16200.0,111.0,53376.0,14048.0,16357.0,19398.0,13472.0,15513.0,18265.0,,RU_Y3,HiFi sequencing of 20kb fractionated gDNA,,Rockefeller University,vgl-lab@rockefeller.edu,HG02841_PB1_m64334e_220321_180258_m64334e_220321_180258,WGS,GENOMIC,size fractionation,single,Megaruptor 3,PippinHT,PACBIO_SMRT,Sequel II,C2,P2,ccs,6.0.0,6.0.0,,,,,HG02841.m64334e_220321_180258.dc.q20.fastq.gz,s3://human-pangenomics/submissions/B4B0B5DC-5FD5-42D5-8434-10DEF7D99E98--HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run/HG02841/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG02841.m64334e_220321_180258.dc.q20.fastq.gz,True,False,False,,,,,,,,,
HG02841,SRR30151936,SRP305758,PRJNA701308,SAMN37797097,m64334e_220412_183749.fixed_kinetics.hifi_reads.bam,bam,s3://human-pangenomics/working/HPRC/HG02841/raw_data/PacBio_HiFi/wMods/m64334e_220412_183749.fixed_kinetics.hifi_reads.bam,unaligned reads with 5mC,3.6,,687065.0,11067164812.0,11.07,16107.0,272.0,52702.0,13963.0,16317.0,19383.0,13350.0,15440.0,18231.0,0.658557,r2-limma-patch,HiFi sequencing of 20kb fractionated gDNA,file.list name: m64334e_220412_183749.demultiplex.bc1021--bc1021.5mc.hifi_reads.kinetics_trimmed.5mc.bam; original unfixed file in working: m64334e_220412_183749.demultiplex.bc1021--bc1021.5mc.hifi_reads.bam; to be released,Rockefeller University,vgl-lab@rockefeller.edu,HG01150_PB1_m64334e_220412_183749_m64334e_220412_183749,WGS,GENOMIC,size fractionation,single,Megaruptor 3,PippinHT,PACBIO_SMRT,Sequel II,C2,P2,ccs,6.0.0,6.0.0,,,1.3.0,,,,True,,,True,True,True,False,True,True,True,True,True
HG02841,SRR30336733,SRP305758,PRJNA701308,SAMN37797106,m84091_230905_192642_s1.hifi_reads.bc1015.bam,bam,s3://human-pangenomics/working/HPRC/HG02841/raw_data/PacBio_HiFi/m84091_230905_192642_s1.hifi_reads.bc1015.bam,unaligned reads with 5mC,8.5,,1611638.0,26410820072.0,26.41,16387.0,101.0,70436.0,14616.0,16267.0,18519.0,14330.0,15798.0,17874.0,0.582332,RU_Y3_topoff_redo,HiFi sequencing of 20kb fractionated gDNA,,Rockefeller University,vgl-lab@rockefeller.edu,HG02841_PB3_m84091_230905_192642_s1.hifi_reads.bc1015.bam,WGS,GENOMIC,size fractionation,single,Megaruptor 3,PippinHT,PACBIO_SMRT,Revio,C1,P1,revio_deepconsensus,7.0.0,7.0.0,2.7.1,2.0701,,,,,True,True,False,,,,,,,,,
HG02841,SRR30336732,SRP305758,PRJNA701308,SAMN37797106,m84091_230905_195701_s2.hifi_reads.bc1015.bam,bam,s3://human-pangenomics/working/HPRC/HG02841/raw_data/PacBio_HiFi/m84091_230905_195701_s2.hifi_reads.bc1015.bam,unaligned reads with 5mC,8.4,,1595006.0,25976366531.0,25.98,16286.0,104.0,65476.0,14558.0,16167.0,18380.0,14284.0,15715.0,17757.0,0.57973,RU_Y3_topoff_redo,HiFi sequencing of 20kb fractionated gDNA,,Rockefeller University,vgl-lab@rockefeller.edu,HG02841_PB3_m84091_230905_195701_s2.hifi_reads.bc1015.bam,WGS,GENOMIC,size fractionation,single,Megaruptor 3,PippinHT,PACBIO_SMRT,Revio,C1,P1,revio_deepconsensus,7.0.0,7.0.0,2.7.1,2.0701,,,,,True,True,False,,,,,,,,,
HG02841,SRR30336731,SRP305758,PRJNA701308,SAMN37797106,m84091_230905_202807_s3.hifi_reads.bc1015.bam,bam,s3://human-pangenomics/working/HPRC/HG02841/raw_data/PacBio_HiFi/m84091_230905_202807_s3.hifi_reads.bc1015.bam,unaligned reads with 5mC,8.4,,1585432.0,25930880331.0,25.93,16355.0,101.0,74486.0,14588.0,16230.0,18476.0,14306.0,15762.0,17832.0,0.590296,RU_Y3_topoff_redo,HiFi sequencing of 20kb fractionated gDNA,,Rockefeller University,vgl-lab@rockefeller.edu,HG02841_PB3_m84091_230905_202807_s3.hifi_reads.bc1015.bam,WGS,GENOMIC,size fractionation,single,Megaruptor 3,PippinHT,PACBIO_SMRT,Revio,C1,P1,revio_deepconsensus,7.0.0,7.0.0,2.7.1,2.0701,,,,,True,True,False,,,,,,,,,
HG02886,,SRP305758,PRJNA701308,SAMN17861667,m64043_200410_214826.hifi_reads.ccs_v6.0.0.pm_v1.4.0.bam,bam,s3://human-pangenomics/working/HPRC/HG02886/raw_data/PacBio_HiFi/wMods/m64043_200410_214826.hifi_reads.ccs_v6.0.0.pm_v1.4.0.bam,unaligned reads with 5mC,11.5,13.37,2015052.0,35709775897.0,35.71,17721.0,86.0,50049.0,15958.0,17426.0,19739.0,15713.0,17032.0,19005.0,0.557302,HPRC_Release2_Primrose_v1.4.0_Reprocessed_PacBio_HiFi_Data,HiFi sequencing of 20kb fractionated gDNA,to be released,Washington University,tgraves@wustl.edu,HG02886_lib1,WGS,GENOMIC,size fractionation,single,Megaruptor 1,SageELF,PACBIO_SMRT,Sequel II,,,ccs,8.0.0,6.0.0,,,1.4.0,,HG02886.m64043_200410_214826.dc.q20.fastq.gz,s3://human-pangenomics/submissions/3A25CF8A-1F36-42EE-BC9F-D29CECAA2A99--HPRC_DEEPCONSENSUS_v1pt2_2023_12_q20/HG02886/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG02886.m64043_200410_214826.dc.q20.fastq.gz,True,False,False,True,False,True,True,True,True,True,True,True
HG02886,,SRP305758,PRJNA701308,SAMN17861667,m64043_200412_040054.hifi_reads.ccs_v6.0.0.pm_v1.4.0.bam,bam,s3://human-pangenomics/working/HPRC/HG02886/raw_data/PacBio_HiFi/wMods/m64043_200412_040054.hifi_reads.ccs_v6.0.0.pm_v1.4.0.bam,unaligned reads with 5mC,12.1,14.36,2103784.0,37544796789.0,37.54,17846.0,76.0,50061.0,16039.0,17543.0,19922.0,15788.0,17134.0,19159.0,0.594084,HPRC_Release2_Primrose_v1.4.0_Reprocessed_PacBio_HiFi_Data,HiFi sequencing of 20kb fractionated gDNA,to be released,Washington University,tgraves@wustl.edu,HG02886_lib1,WGS,GENOMIC,size fractionation,single,Megaruptor 1,SageELF,PACBIO_SMRT,Sequel II,,,ccs,8.0.0,6.0.0,,,1.4.0,,HG02886.m64043_200412_040054.dc.q20.fastq.gz,s3://human-pangenomics/submissions/3A25CF8A-1F36-42EE-BC9F-D29CECAA2A99--HPRC_DEEPCONSENSUS_v1pt2_2023_12_q20/HG02886/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG02886.m64043_200412_040054.dc.q20.fastq.gz,True,False,False,True,False,True,True,True,True,True,True,True
HG02886,,SRP305758,PRJNA701308,SAMN17861667,m64043_200413_102554.hifi_reads.ccs_v6.0.0.pm_v1.4.0.bam,bam,s3://human-pangenomics/working/HPRC/HG02886/raw_data/PacBio_HiFi/wMods/m64043_200413_102554.hifi_reads.ccs_v6.0.0.pm_v1.4.0.bam,unaligned reads with 5mC,11.3,13.27,1908804.0,34979535180.0,34.98,18325.0,86.0,48840.0,16331.0,18022.0,20790.0,16039.0,17533.0,19854.0,0.552694,HPRC_Release2_Primrose_v1.4.0_Reprocessed_PacBio_HiFi_Data,HiFi sequencing of 20kb fractionated gDNA,to be released,Washington University,tgraves@wustl.edu,HG02886_lib1,WGS,GENOMIC,size fractionation,single,Megaruptor 1,SageELF,PACBIO_SMRT,Sequel II,,,ccs,8.0.0,6.0.0,,,1.4.0,,HG02886.m64043_200413_102554.dc.q20.fastq.gz,s3://human-pangenomics/submissions/3A25CF8A-1F36-42EE-BC9F-D29CECAA2A99--HPRC_DEEPCONSENSUS_v1pt2_2023_12_q20/HG02886/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG02886.m64043_200413_102554.dc.q20.fastq.gz,True,False,False,True,False,True,True,True,True,True,True,True
HG02886,,SRP305758,PRJNA701308,SAMN17861667,m64043_200414_165107.hifi_reads.ccs_v6.0.0.pm_v1.4.0.bam,bam,s3://human-pangenomics/working/HPRC/HG02886/raw_data/PacBio_HiFi/wMods/m64043_200414_165107.hifi_reads.ccs_v6.0.0.pm_v1.4.0.bam,unaligned reads with 5mC,11.4,13.51,1955189.0,35197810593.0,35.2,18002.0,87.0,50304.0,16134.0,17695.0,20195.0,15869.0,17261.0,19379.0,0.568745,HPRC_Release2_Primrose_v1.4.0_Reprocessed_PacBio_HiFi_Data,HiFi sequencing of 20kb fractionated gDNA,to be released,Washington University,tgraves@wustl.edu,HG02886_lib1,WGS,GENOMIC,size fractionation,single,Megaruptor 1,SageELF,PACBIO_SMRT,Sequel II,,,ccs,8.0.0,6.0.0,,,1.4.0,,HG02886.m64043_200414_165107.dc.q20.fastq.gz,s3://human-pangenomics/submissions/3A25CF8A-1F36-42EE-BC9F-D29CECAA2A99--HPRC_DEEPCONSENSUS_v1pt2_2023_12_q20/HG02886/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG02886.m64043_200414_165107.dc.q20.fastq.gz,True,False,False,True,False,True,True,True,True,True,True,True
HG02922,SRR23922664,SRP305758,PRJNA701308,SAMN33758788,m54329U_220816_182601-bc2045.5mc.hifi_reads.bam,bam,s3://human-pangenomics/working/HPRC/HG02922/raw_data/PacBio_HiFi/m54329U_220816_182601-bc2045.5mc.hifi_reads.bam,unaligned reads with 5mC,6.4,7.32,1093416.0,19937213389.0,19.94,18233.0,141.0,48799.0,15986.0,18264.0,21324.0,15504.0,17513.0,20303.0,,UW_HPRC_HiFi_Y3,HiFi sequencing of 20kb fractionated gDNA,,University of Washington,kmiyamot@uw.edu,PG02922.HFSS,WGS,GENOMIC,RANDOM,single,Megaruptor 3,PippinHT,PACBIO_SMRT,Sequel II,C2,P3.2,ccs,6.3.0,6.3.0,2.5.1,2.0501,,,HG02922.m54329U_220816_182601.dc.q20.fastq.gz,s3://human-pangenomics/submissions/42AFCE59-2972-45EE-BB72-5B84E7B57377--HPRC_DEEPCONSENSUS_v1pt2_2023_08_q20/HG02922/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG02922.m54329U_220816_182601.dc.q20.fastq.gz,True,True,False,,,,,,,,,
HG02922,SRR23922663,SRP305758,PRJNA701308,SAMN33758788,m54329U_220903_190900-bc2053.5mc.hifi_reads.bam,bam,s3://human-pangenomics/working/HPRC/HG02922/raw_data/PacBio_HiFi/m54329U_220903_190900-bc2053.5mc.hifi_reads.bam,unaligned reads with 5mC,14.2,16.4,1990977.0,43896414378.0,43.9,22047.0,110.0,76923.0,18975.0,22556.0,26969.0,17970.0,21163.0,25288.0,,UW_HPRC_HiFi_Y3,HiFi sequencing of 20kb fractionated gDNA,,University of Washington,kmiyamot@uw.edu,PG02922.HFSS2,WGS,GENOMIC,RANDOM,single,Megaruptor 3,PippinHT,PACBIO_SMRT,Sequel II,C2,P3.2,ccs,6.3.0,6.3.0,2.5.1,2.0501,,,HG02922.m54329U_220903_190900.dc.q20.fastq.gz,s3://human-pangenomics/submissions/42AFCE59-2972-45EE-BB72-5B84E7B57377--HPRC_DEEPCONSENSUS_v1pt2_2023_08_q20/HG02922/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG02922.m54329U_220903_190900.dc.q20.fastq.gz,True,True,False,,,,,,,,,
HG02922,SRR23922663,SRP305758,PRJNA701308,SAMN33758788,m54329U_220905_144015-bc2053.5mc.hifi_reads.bam,bam,s3://human-pangenomics/working/HPRC/HG02922/raw_data/PacBio_HiFi/m54329U_220905_144015-bc2053.5mc.hifi_reads.bam,unaligned reads with 5mC,15.0,16.99,2096626.0,46375666417.0,46.38,22119.0,106.0,68274.0,19050.0,22658.0,27045.0,18030.0,21258.0,25382.0,,UW_HPRC_HiFi_Y3,HiFi sequencing of 20kb fractionated gDNA,,University of Washington,kmiyamot@uw.edu,PG02922.HFSS2,WGS,GENOMIC,RANDOM,single,Megaruptor 3,PippinHT,PACBIO_SMRT,Sequel II,C2,P3.2,ccs,6.3.0,6.3.0,2.5.1,2.0501,,,HG02922.m54329U_220905_144015.dc.q20.fastq.gz,s3://human-pangenomics/submissions/42AFCE59-2972-45EE-BB72-5B84E7B57377--HPRC_DEEPCONSENSUS_v1pt2_2023_08_q20/HG02922/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG02922.m54329U_220905_144015.dc.q20.fastq.gz,True,True,False,,,,,,,,,
HG02922,SRR23922663,SRP305758,PRJNA701308,SAMN33758788,m54329U_220907_100858-bc2053.5mc.hifi_reads.bam,bam,s3://human-pangenomics/working/HPRC/HG02922/raw_data/PacBio_HiFi/m54329U_220907_100858-bc2053.5mc.hifi_reads.bam,unaligned reads with 5mC,14.3,16.58,2010767.0,44475348827.0,44.48,22118.0,62.0,79328.0,19046.0,22651.0,27039.0,18032.0,21258.0,25381.0,,UW_HPRC_HiFi_Y3,HiFi sequencing of 20kb fractionated gDNA,,University of Washington,kmiyamot@uw.edu,PG02922.HFSS2,WGS,GENOMIC,RANDOM,single,Megaruptor 3,PippinHT,PACBIO_SMRT,Sequel II,C2,P3.2,ccs,6.3.0,6.3.0,2.5.1,2.0501,,,HG02922.m54329U_220907_100858.dc.q20.fastq.gz,s3://human-pangenomics/submissions/42AFCE59-2972-45EE-BB72-5B84E7B57377--HPRC_DEEPCONSENSUS_v1pt2_2023_08_q20/HG02922/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG02922.m54329U_220907_100858.dc.q20.fastq.gz,True,True,False,,,,,,,,,
HG02922,SRR23922663,SRP305758,PRJNA701308,SAMN33758788,m64457e_220902_165459-bc2053.5mc.hifi_reads.bam,bam,s3://human-pangenomics/working/HPRC/HG02922/raw_data/PacBio_HiFi/m64457e_220902_165459-bc2053.5mc.hifi_reads.bam,unaligned reads with 5mC,0.1,,9497.0,195361726.0,0.2,20570.0,1212.0,41854.0,18780.0,22731.0,27224.0,16402.0,20700.0,25116.0,,UW_HPRC_HiFi_Y3,HiFi sequencing of 20kb fractionated gDNA,,University of Washington,kmiyamot@uw.edu,PG02922.HFSS2,WGS,GENOMIC,RANDOM,single,Megaruptor 3,PippinHT,PACBIO_SMRT,Sequel II,C2,P3.2,ccs,6.3.0,6.3.0,2.5.1,2.0501,,,,,True,True,False,,,,,,,,,
HG02922,SRR23922663,SRP305758,PRJNA701308,SAMN33758788,m64457e_220904_135104-bc2053.5mc.hifi_reads.bam,bam,s3://human-pangenomics/working/HPRC/HG02922/raw_data/PacBio_HiFi/m64457e_220904_135104-bc2053.5mc.hifi_reads.bam,unaligned reads with 5mC,0.1,,9188.0,194353188.0,0.19,21152.0,1163.0,43604.0,19118.0,23139.0,27684.0,16859.0,21228.0,25652.0,,UW_HPRC_HiFi_Y3,HiFi sequencing of 20kb fractionated gDNA,,University of Washington,kmiyamot@uw.edu,PG02922.HFSS2,WGS,GENOMIC,RANDOM,single,Megaruptor 3,PippinHT,PACBIO_SMRT,Sequel II,C2,P3.2,ccs,6.3.0,6.3.0,2.5.1,2.0501,,,,,True,True,False,,,,,,,,,
HG02922,SRR23922663,SRP305758,PRJNA701308,SAMN33758788,m64457e_220906_104717-bc2053.5mc.hifi_reads.bam,bam,s3://human-pangenomics/working/HPRC/HG02922/raw_data/PacBio_HiFi/m64457e_220906_104717-bc2053.5mc.hifi_reads.bam,unaligned reads with 5mC,0.1,,10101.0,200809444.0,0.2,19880.0,1321.0,42061.0,18159.0,22312.0,26640.0,15374.0,20075.0,24486.0,,UW_HPRC_HiFi_Y3,HiFi sequencing of 20kb fractionated gDNA,,University of Washington,kmiyamot@uw.edu,PG02922.HFSS2,WGS,GENOMIC,RANDOM,single,Megaruptor 3,PippinHT,PACBIO_SMRT,Sequel II,C2,P3.2,ccs,6.3.0,6.3.0,2.5.1,2.0501,,,,,True,True,False,,,,,,,,,
HG02922,SRR29483121,SRP305758,PRJNA701308,SAMN33758788,m84046_230617_040148_s2.hifi_reads.bc2053.bam,bam,s3://human-pangenomics/working/HPRC/HG02922/raw_data/PacBio_HiFi/m84046_230617_040148_s2.hifi_reads.bc2053.bam,unaligned reads with 5mC,6.5,,965182.0,20206254963.0,20.21,20935.0,172.0,57502.0,18042.0,21259.0,25330.0,17209.0,20041.0,23790.0,0.621939,UW_HPRC_HiFi_Y4_AND_Y3_Topoff,HiFi sequencing of 20kb fractionated gDNA,,University of Washington,kmiyamot@uw.edu,PG02922.HFSS2_m84046_230617_040148_s2,WGS,GENOMIC,size fractionation,single,Megaruptor 3,PippinHT,PACBIO_SMRT,Revio,C1,P1,revio_deepconsensus,7.0.0,7.0.0,2.7.1,2.0701,,,,,True,True,False,,,,,,,,,
HG02965,SRR23732290,SRP305758,PRJNA701308,SAMN33621954,m64043_220715_182700-bc1017.fixed_kinetics.hifi_reads.bam,bam,s3://human-pangenomics/working/HPRC/HG02965/raw_data/PacBio_HiFi/wMods/m64043_220715_182700-bc1017.fixed_kinetics.hifi_reads.bam,unaligned reads with 5mC,11.5,,1698253.0,35646111219.0,35.65,20989.0,61.0,73722.0,18203.0,20521.0,24916.0,17769.0,19678.0,23131.0,0.554829,r2-limma-patch,HiFi sequencing of 20kb fractionated gDNA,file.list name: m64043_220715_182700-bc1017.5mc.hifi_reads.kinetics_trimmed.5mc.bam; original unfixed file in working: m64043_220715_182700-bc1017.5mc.hifi_reads.bam; to be released,Washington University,tgraves@wustl.edu,HG02965_lib1,WGS,GENOMIC,size fractionation,single,Megaruptor 1,SageELF,PACBIO_SMRT,PacBio Sequel II,C2,P2.2,ccs,6.0.0,6.0.0,,,1.3.0,,,,True,,,True,True,True,False,True,True,True,True,True
HG02965,SRR23732290,SRP305758,PRJNA701308,SAMN33621954,m64043_220717_152237-bc1017.fixed_kinetics.hifi_reads.bam,bam,s3://human-pangenomics/working/HPRC/HG02965/raw_data/PacBio_HiFi/wMods/m64043_220717_152237-bc1017.fixed_kinetics.hifi_reads.bam,unaligned reads with 5mC,12.9,,1934110.0,40119820394.0,40.12,20743.0,61.0,67060.0,18087.0,20257.0,24333.0,17692.0,19502.0,22679.0,0.537535,r2-limma-patch,HiFi sequencing of 20kb fractionated gDNA,file.list name: m64043_220717_152237-bc1017.5mc.hifi_reads.kinetics_trimmed.5mc.bam; original unfixed file in working: m64043_220717_152237-bc1017.5mc.hifi_reads.bam; to be released,Washington University,tgraves@wustl.edu,HG02965_lib1,WGS,GENOMIC,size fractionation,single,Megaruptor 1,SageELF,PACBIO_SMRT,PacBio Sequel II,C2,P2.2,ccs,6.0.0,6.0.0,,,1.3.0,,,,True,,,True,True,True,False,True,True,True,True,True
HG02965,SRR23732290,SRP305758,PRJNA701308,SAMN33621954,m64043_220719_122051-bc1017.fixed_kinetics.hifi_reads.bam,bam,s3://human-pangenomics/working/HPRC/HG02965/raw_data/PacBio_HiFi/wMods/m64043_220719_122051-bc1017.fixed_kinetics.hifi_reads.bam,unaligned reads with 5mC,13.5,,2016822.0,41992148990.0,41.99,20820.0,61.0,66417.0,18128.0,20329.0,24489.0,17723.0,19557.0,22800.0,0.555392,r2-limma-patch,HiFi sequencing of 20kb fractionated gDNA,file.list name: m64043_220719_122051-bc1017.5mc.hifi_reads.kinetics_trimmed.5mc.bam; original unfixed file in working: m64043_220719_122051-bc1017.5mc.hifi_reads.bam; to be released,Washington University,tgraves@wustl.edu,HG02965_lib1,WGS,GENOMIC,size fractionation,single,Megaruptor 1,SageELF,PACBIO_SMRT,PacBio Sequel II,C2,P2.2,ccs,6.0.0,6.0.0,,,1.3.0,,,,True,,,True,True,True,False,True,True,True,True,True
HG02965,,SRP305758,PRJNA701308,,m84081_230628_183924_s1.hifi_reads.bc1017.bam,bam,s3://human-pangenomics/working/HPRC/HG02965/raw_data/PacBio_HiFi/m84081_230628_183924_s1.hifi_reads.bc1017.bam,unaligned reads with 5mC,10.6,,1756350.0,32754766619.0,32.75,18649.0,103.0,43882.0,17366.0,18631.0,20198.0,17191.0,18400.0,19909.0,0.575731,WUSTL_HPRC_HiFi_Year3_TopUp,HiFi sequencing of 20kb fractionated gDNA,,Washington University,tgraves@wustl.edu,HG02965_lib1,WGS,GENOMIC,size fractionation,single,Megaruptor 1,SageELF,PACBIO_SMRT,Revio,C1,P1,revio_deepconsensus,7.0.0,7.0.0,2.7.1,2.0701,,,,,True,True,False,,,,,,,,,
HG02965,,SRP305758,PRJNA701308,,m84081_230628_190945_s2.hifi_reads.bc1017.bam,bam,s3://human-pangenomics/working/HPRC/HG02965/raw_data/PacBio_HiFi/m84081_230628_190945_s2.hifi_reads.bc1017.bam,unaligned reads with 5mC,11.2,,1851840.0,34606195585.0,34.61,18687.0,191.0,47347.0,17391.0,18667.0,20242.0,17214.0,18432.0,19952.0,0.586608,WUSTL_HPRC_HiFi_Year3_TopUp,HiFi sequencing of 20kb fractionated gDNA,,Washington University,tgraves@wustl.edu,HG02965_lib1,WGS,GENOMIC,size fractionation,single,Megaruptor 1,SageELF,PACBIO_SMRT,Revio,C1,P1,revio_deepconsensus,7.0.0,7.0.0,2.7.1,2.0701,,,,,True,True,False,,,,,,,,,
HG02976,SRR23732289,SRP305758,PRJNA701308,SAMN33621955,m64043_220617_195135-bc1009.fixed_kinetics.hifi_reads.bam,bam,s3://human-pangenomics/working/HPRC/HG02976/raw_data/PacBio_HiFi/wMods/m64043_220617_195135-bc1009.fixed_kinetics.hifi_reads.bam,unaligned reads with 5mC,11.4,,1765009.0,35330491836.0,35.33,20017.0,396.0,53116.0,18347.0,19941.0,21988.0,18072.0,19589.0,21498.0,0.595401,r2-limma-patch,HiFi sequencing of 20kb fractionated gDNA,file.list name: m64043_220617_195135-bc1009.5mc.hifi_reads.kinetics_trimmed.5mc.bam; original unfixed file in working: m64043_220617_195135-bc1009.5mc.hifi_reads.bam; to be released,Washington University,tgraves@wustl.edu,HG02976_lib1,WGS,GENOMIC,size fractionation,single,Megaruptor 1,SageELF,PACBIO_SMRT,PacBio Sequel II,C2,P2.2,ccs,6.0.0,6.0.0,,,1.3.0,,,,True,,,True,True,True,False,True,True,True,True,True
HG02976,SRR23732289,SRP305758,PRJNA701308,SAMN33621955,m64043_220619_164635-bc1009.fixed_kinetics.hifi_reads.bam,bam,s3://human-pangenomics/working/HPRC/HG02976/raw_data/PacBio_HiFi/wMods/m64043_220619_164635-bc1009.fixed_kinetics.hifi_reads.bam,unaligned reads with 5mC,12.0,,1867914.0,37286464203.0,37.29,19961.0,633.0,69085.0,18314.0,19893.0,21915.0,18043.0,19546.0,21434.0,0.575806,r2-limma-patch,HiFi sequencing of 20kb fractionated gDNA,file.list name: m64043_220619_164635-bc1009.5mc.hifi_reads.kinetics_trimmed.5mc.bam; original unfixed file in working: m64043_220619_164635-bc1009.5mc.hifi_reads.bam; to be released,Washington University,tgraves@wustl.edu,HG02976_lib1,WGS,GENOMIC,size fractionation,single,Megaruptor 1,SageELF,PACBIO_SMRT,PacBio Sequel II,C2,P2.2,ccs,6.0.0,6.0.0,,,1.3.0,,,,True,,,True,True,True,False,True,True,True,True,True
HG02976,SRR23732289,SRP305758,PRJNA701308,SAMN33621955,m64043_220621_134351-bc1009.fixed_kinetics.hifi_reads.bam,bam,s3://human-pangenomics/working/HPRC/HG02976/raw_data/PacBio_HiFi/wMods/m64043_220621_134351-bc1009.fixed_kinetics.hifi_reads.bam,unaligned reads with 5mC,8.1,,1258651.0,25120924503.0,25.12,19958.0,214.0,54707.0,18311.0,19886.0,21906.0,18038.0,19542.0,21427.0,0.627175,r2-limma-patch,HiFi sequencing of 20kb fractionated gDNA,file.list name: m64043_220621_134351-bc1009.5mc.hifi_reads.kinetics_trimmed.5mc.bam; original unfixed file in working: m64043_220621_134351-bc1009.5mc.hifi_reads.bam; to be released,Washington University,tgraves@wustl.edu,HG02976_lib1,WGS,GENOMIC,size fractionation,single,Megaruptor 1,SageELF,PACBIO_SMRT,PacBio Sequel II,C2,P2.2,ccs,6.0.0,6.0.0,,,1.3.0,,,,True,,,True,True,True,False,True,True,True,True,True
HG02976,SRR23732289,SRP305758,PRJNA701308,SAMN33621955,m64043_220726_203720-bc1009.fixed_kinetics.hifi_reads.bam,bam,s3://human-pangenomics/working/HPRC/HG02976/raw_data/PacBio_HiFi/wMods/m64043_220726_203720-bc1009.fixed_kinetics.hifi_reads.bam,unaligned reads with 5mC,4.9,,755542.0,15045982932.0,15.05,19914.0,205.0,57617.0,18278.0,19846.0,21842.0,18011.0,19503.0,21372.0,0.656787,r2-limma-patch,HiFi sequencing of 20kb fractionated gDNA,file.list name: m64043_220726_203720-bc1009.5mc.hifi_reads.kinetics_trimmed.5mc.bam; original unfixed file in working: m64043_220726_203720-bc1009.5mc.hifi_reads.bam; to be released,Washington University,tgraves@wustl.edu,HG02976_lib1,WGS,GENOMIC,size fractionation,single,Megaruptor 1,SageELF,PACBIO_SMRT,PacBio Sequel II,C2,P2.2,ccs,6.0.0,6.0.0,,,1.3.0,,,,True,,,True,True,True,False,True,True,True,True,True
HG02976,,SRP305758,PRJNA701308,,m84081_230630_190803_s1.hifi_reads.bc1009.bam,bam,s3://human-pangenomics/working/HPRC/HG02976/raw_data/PacBio_HiFi/m84081_230630_190803_s1.hifi_reads.bc1009.bam,unaligned reads with 5mC,10.2,,1839182.0,31736812200.0,31.74,17255.0,181.0,59681.0,14987.0,16189.0,20306.0,14763.0,15789.0,17360.0,0.584685,WUSTL_HPRC_HiFi_Year3_TopUp,HiFi sequencing of 20kb fractionated gDNA,,Washington University,tgraves@wustl.edu,HG02976_lib1,WGS,GENOMIC,size fractionation,single,Megaruptor 1,SageELF,PACBIO_SMRT,Revio,C1,P1,revio_deepconsensus,7.0.0,7.0.0,2.7.1,2.0701,,,,,True,True,False,,,,,,,,,
