accession,study,bioproject_accession,biosample_accession,library_ID,title,library_strategy,library_source,library_selection,library_layout,platform,instrument_model,design_description,filetype,shear_method,size_selection,DeepConsensus_version,polymerase_version,seq_plate_chemistry_version,generator_facility,generator_contact,filename,total_reads,total_bp,total_Gbp,min,max,mean,quartile_25,quartile_50,quartile_75,N25,N50,N75,sample_ID,path,production,data_type,notes,MM_tag,coverage,ntsm_score,ccs_algorithm
,SRP305758,,SAMN17861237,HG02257.HiFiEx_f2_dc_m64076_200125_231256,PacBio HiFi sequencing of HG02257 rebasecalled with DeepConsensus v1.2,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Sequel II,HiFi sequencing of 21kb fractionated gDNA,fastq.gz,g-TUBE,SageELF,1.2,P2.0,C2.0,University of Washington,kmiyamot@uw.edu,HG02257.m64076_200125_231256.dc.q20.fastq.gz,1289358,24780360923,24.78,21.0,51454.0,19219,17406,18892,20664,17667,19210,21075,HG02257,s3://human-pangenomics/submissions/3A25CF8A-1F36-42EE-BC9F-D29CECAA2A99--HPRC_DEEPCONSENSUS_v1pt2_2023_12_q20/HG02257/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG02257.m64076_200125_231256.dc.q20.fastq.gz,HPRC_DEEPCONSENSUS_v1pt2_2023_12_q20,unaligned reads,,,7.99,0.58756,
,SRP305758,,SAMN17861237,HG02257.HiFiEx_f2_dc_m64076_200127_180545,PacBio HiFi sequencing of HG02257 rebasecalled with DeepConsensus v1.2,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Sequel II,HiFi sequencing of 21kb fractionated gDNA,fastq.gz,g-TUBE,SageELF,1.2,P2.0,C2.0,University of Washington,kmiyamot@uw.edu,HG02257.m64076_200127_180545.dc.q20.fastq.gz,1963126,37883320688,37.88,25.0,51009.0,19297,17453,18955,20757,17721,19283,21182,HG02257,s3://human-pangenomics/submissions/3A25CF8A-1F36-42EE-BC9F-D29CECAA2A99--HPRC_DEEPCONSENSUS_v1pt2_2023_12_q20/HG02257/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG02257.m64076_200127_180545.dc.q20.fastq.gz,HPRC_DEEPCONSENSUS_v1pt2_2023_12_q20,unaligned reads,,,12.22,0.593517,
,SRP305758,,SAMN17861237,HG02257.HiFiEx_f2_dc_m64076_200129_001835,PacBio HiFi sequencing of HG02257 rebasecalled with DeepConsensus v1.2,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Sequel II,HiFi sequencing of 21kb fractionated gDNA,fastq.gz,g-TUBE,SageELF,1.2,P2.0,C2.0,University of Washington,kmiyamot@uw.edu,HG02257.m64076_200129_001835.dc.q20.fastq.gz,1842097,35807825041,35.81,24.0,51060.0,19438,17575,19086,20900,17844,19416,21329,HG02257,s3://human-pangenomics/submissions/3A25CF8A-1F36-42EE-BC9F-D29CECAA2A99--HPRC_DEEPCONSENSUS_v1pt2_2023_12_q20/HG02257/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG02257.m64076_200129_001835.dc.q20.fastq.gz,HPRC_DEEPCONSENSUS_v1pt2_2023_12_q20,unaligned reads,,,11.55,0.604557,
,SRP305758,,SAMN17861237,HG02257.HiFiEx_f2_dc_m64076_200130_064345,PacBio HiFi sequencing of HG02257 rebasecalled with DeepConsensus v1.2,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Sequel II,HiFi sequencing of 21kb fractionated gDNA,fastq.gz,g-TUBE,SageELF,1.2,P2.0,C2.0,University of Washington,kmiyamot@uw.edu,HG02257.m64076_200130_064345.dc.q20.fastq.gz,1780455,34490213409,34.49,28.0,51528.0,19371,17525,19027,20829,17790,19351,21250,HG02257,s3://human-pangenomics/submissions/3A25CF8A-1F36-42EE-BC9F-D29CECAA2A99--HPRC_DEEPCONSENSUS_v1pt2_2023_12_q20/HG02257/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG02257.m64076_200130_064345.dc.q20.fastq.gz,HPRC_DEEPCONSENSUS_v1pt2_2023_12_q20,unaligned reads,,,11.13,0.604075,
,SRP305758,,SAMN17861238,HG02486.HiFiEx_f2_dc_m54329U_200215_021808,PacBio HiFi sequencing of HG02486 rebasecalled with DeepConsensus v1.2,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Sequel II,HiFi sequencing of 22kb fractionated gDNA,fastq.gz,g-TUBE,SageELF,1.2,P2.0,C2.0,University of Washington,kmiyamot@uw.edu,HG02486.m54329U_200215_021808.dc.q20.fastq.gz,1104006,21961806834,21.96,26.0,50575.0,19892,18279,19527,21159,18447,19769,21485,HG02486,s3://human-pangenomics/submissions/3A25CF8A-1F36-42EE-BC9F-D29CECAA2A99--HPRC_DEEPCONSENSUS_v1pt2_2023_12_q20/HG02486/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG02486.m54329U_200215_021808.dc.q20.fastq.gz,HPRC_DEEPCONSENSUS_v1pt2_2023_12_q20,unaligned reads,,,7.08,0.60286,
,SRP305758,,SAMN17861238,HG02486.HiFiEx2_f2_dc_m54329U_200313_161638,PacBio HiFi sequencing of HG02486 rebasecalled with DeepConsensus v1.2,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Sequel II,HiFi sequencing of 18kb fractionated gDNA,fastq.gz,g-TUBE,SageELF,1.2,P2.0,C2.0,University of Washington,kmiyamot@uw.edu,HG02486.m54329U_200313_161638.dc.q20.fastq.gz,1708473,31422307365,31.42,23.0,50747.0,18392,16601,18069,19811,16872,18398,20224,HG02486,s3://human-pangenomics/submissions/3A25CF8A-1F36-42EE-BC9F-D29CECAA2A99--HPRC_DEEPCONSENSUS_v1pt2_2023_12_q20/HG02486/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG02486.m54329U_200313_161638.dc.q20.fastq.gz,HPRC_DEEPCONSENSUS_v1pt2_2023_12_q20,unaligned reads,,,10.14,0.558311,
,SRP305758,,SAMN17861238,HG02486.HiFiEx2_f2_dc_m54329U_200315_215927,PacBio HiFi sequencing of HG02486 rebasecalled with DeepConsensus v1.2,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Sequel II,HiFi sequencing of 18kb fractionated gDNA,fastq.gz,g-TUBE,SageELF,1.2,P2.0,C2.0,University of Washington,kmiyamot@uw.edu,HG02486.m54329U_200315_215927.dc.q20.fastq.gz,1752588,32192801204,32.19,43.0,50829.0,18368,16582,18047,19786,16849,18376,20200,HG02486,s3://human-pangenomics/submissions/3A25CF8A-1F36-42EE-BC9F-D29CECAA2A99--HPRC_DEEPCONSENSUS_v1pt2_2023_12_q20/HG02486/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG02486.m54329U_200315_215927.dc.q20.fastq.gz,HPRC_DEEPCONSENSUS_v1pt2_2023_12_q20,unaligned reads,,,10.38,0.550419,
,SRP305758,,SAMN17861238,HG02486.HiFiEx2_f2_dc_m54329U_200317_041347,PacBio HiFi sequencing of HG02486 rebasecalled with DeepConsensus v1.2,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Sequel II,HiFi sequencing of 18kb fractionated gDNA,fastq.gz,g-TUBE,SageELF,1.2,P2.0,C2.0,University of Washington,kmiyamot@uw.edu,HG02486.m54329U_200317_041347.dc.q20.fastq.gz,1519796,28152032954,28.15,27.0,50009.0,18523,16718,18193,19950,16989,18526,20366,HG02486,s3://human-pangenomics/submissions/3A25CF8A-1F36-42EE-BC9F-D29CECAA2A99--HPRC_DEEPCONSENSUS_v1pt2_2023_12_q20/HG02486/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG02486.m54329U_200317_041347.dc.q20.fastq.gz,HPRC_DEEPCONSENSUS_v1pt2_2023_12_q20,unaligned reads,,,9.08,0.580494,
,SRP305758,,SAMN17861238,HG02486.HiFiEx2_f2_dc_m54329U_200320_213710,PacBio HiFi sequencing of HG02486 rebasecalled with DeepConsensus v1.2,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Sequel II,HiFi sequencing of 18kb fractionated gDNA,fastq.gz,g-TUBE,SageELF,1.2,P2.0,C2.0,University of Washington,kmiyamot@uw.edu,HG02486.m54329U_200320_213710.dc.q20.fastq.gz,1724596,31798617616,31.8,13.0,50661.0,18438,16650,18115,19854,16919,18443,20268,HG02486,s3://human-pangenomics/submissions/3A25CF8A-1F36-42EE-BC9F-D29CECAA2A99--HPRC_DEEPCONSENSUS_v1pt2_2023_12_q20/HG02486/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG02486.m54329U_200320_213710.dc.q20.fastq.gz,HPRC_DEEPCONSENSUS_v1pt2_2023_12_q20,unaligned reads,,,10.26,0.539007,
,SRP305758,,SAMN17861238,HG02486.HiFiEx_b6_dc_m64076_200211_192227,PacBio HiFi sequencing of HG02486 rebasecalled with DeepConsensus v1.2,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Sequel II,HiFi sequencing of 19kb fractionated gDNA,fastq.gz,g-TUBE,SageELF,1.2,P2.0,C2.0,University of Washington,kmiyamot@uw.edu,HG02486.m64076_200211_192227.dc.q20.fastq.gz,60114,1239482926,1.24,34.0,41363.0,20618,20073,20744,21422,20137,20799,21476,HG02486,s3://human-pangenomics/submissions/3A25CF8A-1F36-42EE-BC9F-D29CECAA2A99--HPRC_DEEPCONSENSUS_v1pt2_2023_12_q20/HG02486/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG02486.m64076_200211_192227.dc.q20.fastq.gz,HPRC_DEEPCONSENSUS_v1pt2_2023_12_q20,unaligned reads,,,0.4,0.88205,
,SRP305758,,SAMN17861239,HG02559.HiFiEx_b6_dc_m54329U_200211_192235,PacBio HiFi sequencing of HG02559 rebasecalled with DeepConsensus v1.2,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Sequel II,HiFi sequencing of 20kb fractionated gDNA,fastq.gz,g-TUBE,SageELF,1.2,P2.0,C2.0,University of Washington,kmiyamot@uw.edu,HG02559.m54329U_200211_192235.dc.q20.fastq.gz,427439,8468489593,8.47,26.0,42515.0,19812,18993,19895,20779,19085,19985,20851,HG02559,s3://human-pangenomics/submissions/3A25CF8A-1F36-42EE-BC9F-D29CECAA2A99--HPRC_DEEPCONSENSUS_v1pt2_2023_12_q20/HG02559/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG02559.m54329U_200211_192235.dc.q20.fastq.gz,HPRC_DEEPCONSENSUS_v1pt2_2023_12_q20,unaligned reads,,,2.73,0.674122,
,SRP305758,,SAMN17861239,HG02559.HiFiEx_f2_dc_m54329U_200217_055345,PacBio HiFi sequencing of HG02559 rebasecalled with DeepConsensus v1.2,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Sequel II,HiFi sequencing of 20kb fractionated gDNA,fastq.gz,g-TUBE,SageELF,1.2,P2.0,C2.0,University of Washington,kmiyamot@uw.edu,HG02559.m54329U_200217_055345.dc.q20.fastq.gz,1955693,40327756048,40.33,42.0,51727.0,20620,18572,20163,22129,18857,20530,22635,HG02559,s3://human-pangenomics/submissions/3A25CF8A-1F36-42EE-BC9F-D29CECAA2A99--HPRC_DEEPCONSENSUS_v1pt2_2023_12_q20/HG02559/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG02559.m54329U_200217_055345.dc.q20.fastq.gz,HPRC_DEEPCONSENSUS_v1pt2_2023_12_q20,unaligned reads,,,13.01,0.574123,
,SRP305758,,SAMN17861239,HG02559.HiFiEx_f2_dc_m54329U_200219_181523,PacBio HiFi sequencing of HG02559 rebasecalled with DeepConsensus v1.2,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Sequel II,HiFi sequencing of 20kb fractionated gDNA,fastq.gz,g-TUBE,SageELF,1.2,P2.0,C2.0,University of Washington,kmiyamot@uw.edu,HG02559.m54329U_200219_181523.dc.q20.fastq.gz,1869995,38350957181,38.35,43.0,53014.0,20508,18491,20066,22011,18771,20426,22504,HG02559,s3://human-pangenomics/submissions/3A25CF8A-1F36-42EE-BC9F-D29CECAA2A99--HPRC_DEEPCONSENSUS_v1pt2_2023_12_q20/HG02559/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG02559.m54329U_200219_181523.dc.q20.fastq.gz,HPRC_DEEPCONSENSUS_v1pt2_2023_12_q20,unaligned reads,,,12.37,0.556163,
,SRP305758,,SAMN17861239,HG02559.HiFiEx_f2_dc_m64076_200215_021919,PacBio HiFi sequencing of HG02559 rebasecalled with DeepConsensus v1.2,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Sequel II,HiFi sequencing of 20kb fractionated gDNA,fastq.gz,g-TUBE,SageELF,1.2,P2.0,C2.0,University of Washington,kmiyamot@uw.edu,HG02559.m64076_200215_021919.dc.q20.fastq.gz,1662850,33968116660,33.97,56.0,51097.0,20427,18442,20006,21910,18718,20358,22387,HG02559,s3://human-pangenomics/submissions/3A25CF8A-1F36-42EE-BC9F-D29CECAA2A99--HPRC_DEEPCONSENSUS_v1pt2_2023_12_q20/HG02559/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG02559.m64076_200215_021919.dc.q20.fastq.gz,HPRC_DEEPCONSENSUS_v1pt2_2023_12_q20,unaligned reads,,,10.96,0.55814,
,SRP305758,,SAMN17861239,HG02559.HiFiEx_f2_dc_m64076_200217_055339,PacBio HiFi sequencing of HG02559 rebasecalled with DeepConsensus v1.2,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Sequel II,HiFi sequencing of 20kb fractionated gDNA,fastq.gz,g-TUBE,SageELF,1.2,P2.0,C2.0,University of Washington,kmiyamot@uw.edu,HG02559.m64076_200217_055339.dc.q20.fastq.gz,1922228,39467474423,39.47,16.0,50913.0,20532,18518,20094,22027,18798,20452,22514,HG02559,s3://human-pangenomics/submissions/3A25CF8A-1F36-42EE-BC9F-D29CECAA2A99--HPRC_DEEPCONSENSUS_v1pt2_2023_12_q20/HG02559/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG02559.m64076_200217_055339.dc.q20.fastq.gz,HPRC_DEEPCONSENSUS_v1pt2_2023_12_q20,unaligned reads,,,12.73,0.559107,
,SRP305758,,SAMN17861240,HG02572.HiFiEx_f2_dc_m54329U_200319_002813,PacBio HiFi sequencing of HG02572 rebasecalled with DeepConsensus v1.2,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Sequel II,HiFi sequencing of 21kb fractionated gDNA,fastq.gz,g-TUBE,SageELF,1.2,P2.0,C2.0,University of Washington,kmiyamot@uw.edu,HG02572.m54329U_200319_002813.dc.q20.fastq.gz,1514501,30543760391,30.54,41.0,52638.0,20167,18022,19733,21857,18360,20172,22426,HG02572,s3://human-pangenomics/submissions/3A25CF8A-1F36-42EE-BC9F-D29CECAA2A99--HPRC_DEEPCONSENSUS_v1pt2_2023_12_q20/HG02572/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG02572.m54329U_200319_002813.dc.q20.fastq.gz,HPRC_DEEPCONSENSUS_v1pt2_2023_12_q20,unaligned reads,,,9.85,0.580276,
,SRP305758,,SAMN17861240,HG02572.HiFiEx_f2_dc_m64076_200313_161705,PacBio HiFi sequencing of HG02572 rebasecalled with DeepConsensus v1.2,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Sequel II,HiFi sequencing of 21kb fractionated gDNA,fastq.gz,g-TUBE,SageELF,1.2,P2.0,C2.0,University of Washington,kmiyamot@uw.edu,HG02572.m64076_200313_161705.dc.q20.fastq.gz,1602887,31863166284,31.86,44.0,50964.0,19878,17815,19481,21555,18145,19909,22108,HG02572,s3://human-pangenomics/submissions/3A25CF8A-1F36-42EE-BC9F-D29CECAA2A99--HPRC_DEEPCONSENSUS_v1pt2_2023_12_q20/HG02572/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG02572.m64076_200313_161705.dc.q20.fastq.gz,HPRC_DEEPCONSENSUS_v1pt2_2023_12_q20,unaligned reads,,,10.28,0.568394,
,SRP305758,,SAMN17861240,HG02572.HiFiEx_f2_dc_m64076_200317_041201,PacBio HiFi sequencing of HG02572 rebasecalled with DeepConsensus v1.2,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Sequel II,HiFi sequencing of 21kb fractionated gDNA,fastq.gz,g-TUBE,SageELF,1.2,P2.0,C2.0,University of Washington,kmiyamot@uw.edu,HG02572.m64076_200317_041201.dc.q20.fastq.gz,1246996,24983457384,24.98,56.0,51674.0,20034,17896,19605,21741,18241,20052,22328,HG02572,s3://human-pangenomics/submissions/3A25CF8A-1F36-42EE-BC9F-D29CECAA2A99--HPRC_DEEPCONSENSUS_v1pt2_2023_12_q20/HG02572/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG02572.m64076_200317_041201.dc.q20.fastq.gz,HPRC_DEEPCONSENSUS_v1pt2_2023_12_q20,unaligned reads,,,8.06,0.605895,
,SRP305758,,SAMN17861240,HG02572.HiFiEx_f2_dc_m64076_200318_103811,PacBio HiFi sequencing of HG02572 rebasecalled with DeepConsensus v1.2,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Sequel II,HiFi sequencing of 21kb fractionated gDNA,fastq.gz,g-TUBE,SageELF,1.2,P2.0,C2.0,University of Washington,kmiyamot@uw.edu,HG02572.m64076_200318_103811.dc.q20.fastq.gz,1335760,26809541202,26.81,49.0,51136.0,20070,17939,19651,21774,18283,20093,22348,HG02572,s3://human-pangenomics/submissions/3A25CF8A-1F36-42EE-BC9F-D29CECAA2A99--HPRC_DEEPCONSENSUS_v1pt2_2023_12_q20/HG02572/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG02572.m64076_200318_103811.dc.q20.fastq.gz,HPRC_DEEPCONSENSUS_v1pt2_2023_12_q20,unaligned reads,,,8.65,0.587705,
,SRP305758,,SAMN17861664,HG02622_lib1_dc_m64043_200530_164723,PacBio HiFi sequencing of HG02622 rebasecalled with DeepConsensus v1.2,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Sequel II,HiFi sequencing of 20kb fractionated gDNA,fastq.gz,Megaruptor 1,SageELF,1.2,,,Washington University,tgraves@wustl.edu,HG02622.m64043_200530_164723.dc.q20.fastq.gz,1913962,44637262317,44.64,38.0,52023.0,23321,20549,22485,25337,20917,23085,26262,HG02622,s3://human-pangenomics/submissions/3A25CF8A-1F36-42EE-BC9F-D29CECAA2A99--HPRC_DEEPCONSENSUS_v1pt2_2023_12_q20/HG02622/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG02622.m64043_200530_164723.dc.q20.fastq.gz,HPRC_DEEPCONSENSUS_v1pt2_2023_12_q20,unaligned reads,,,14.4,0.56075,
,SRP305758,,SAMN17861664,HG02622_lib1_dc_m64043_200601_191521,PacBio HiFi sequencing of HG02622 rebasecalled with DeepConsensus v1.2,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Sequel II,HiFi sequencing of 20kb fractionated gDNA,fastq.gz,Megaruptor 1,SageELF,1.2,,,Washington University,tgraves@wustl.edu,HG02622.m64043_200601_191521.dc.q20.fastq.gz,1871495,44021035469,44.02,31.0,51033.0,23521,20694,22689,25586,21074,23310,26523,HG02622,s3://human-pangenomics/submissions/3A25CF8A-1F36-42EE-BC9F-D29CECAA2A99--HPRC_DEEPCONSENSUS_v1pt2_2023_12_q20/HG02622/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG02622.m64043_200601_191521.dc.q20.fastq.gz,HPRC_DEEPCONSENSUS_v1pt2_2023_12_q20,unaligned reads,,,14.2,0.606398,
,SRP305758,,SAMN17861664,HG02622_lib1_dc_m64043_200603_012738,PacBio HiFi sequencing of HG02622 rebasecalled with DeepConsensus v1.2,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Sequel II,HiFi sequencing of 20kb fractionated gDNA,fastq.gz,Megaruptor 1,SageELF,1.2,,,Washington University,tgraves@wustl.edu,HG02622.m64043_200603_012738.dc.q20.fastq.gz,1920156,44550128024,44.55,33.0,51507.0,23201,20485,22375,25173,20840,22951,26077,HG02622,s3://human-pangenomics/submissions/3A25CF8A-1F36-42EE-BC9F-D29CECAA2A99--HPRC_DEEPCONSENSUS_v1pt2_2023_12_q20/HG02622/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG02622.m64043_200603_012738.dc.q20.fastq.gz,HPRC_DEEPCONSENSUS_v1pt2_2023_12_q20,unaligned reads,,,14.37,0.592258,
,SRP305758,,SAMN17861664,HG02622_lib1_dc_m64043_200604_075218,PacBio HiFi sequencing of HG02622 rebasecalled with DeepConsensus v1.2,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Sequel II,HiFi sequencing of 20kb fractionated gDNA,fastq.gz,Megaruptor 1,SageELF,1.2,,,Washington University,tgraves@wustl.edu,HG02622.m64043_200604_075218.dc.q20.fastq.gz,1878494,43662141540,43.66,43.0,51499.0,23243,20508,22406,25227,20865,22987,26147,HG02622,s3://human-pangenomics/submissions/3A25CF8A-1F36-42EE-BC9F-D29CECAA2A99--HPRC_DEEPCONSENSUS_v1pt2_2023_12_q20/HG02622/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG02622.m64043_200604_075218.dc.q20.fastq.gz,HPRC_DEEPCONSENSUS_v1pt2_2023_12_q20,unaligned reads,,,14.08,0.600023,
,SRP305758,,SAMN17861665,HG02630_lib1_dc_m64043_200501_162248,PacBio HiFi sequencing of HG02630 rebasecalled with DeepConsensus v1.2,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Sequel II,HiFi sequencing of 20kb fractionated gDNA,fastq.gz,Megaruptor 1,SageELF,1.2,,,Washington University,tgraves@wustl.edu,HG02630.m64043_200501_162248.dc.q20.fastq.gz,2443117,46615070147,46.62,32.0,51440.0,19080,16850,18539,20756,17209,19015,21464,HG02630,s3://human-pangenomics/submissions/3A25CF8A-1F36-42EE-BC9F-D29CECAA2A99--HPRC_DEEPCONSENSUS_v1pt2_2023_12_q20/HG02630/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG02630.m64043_200501_162248.dc.q20.fastq.gz,HPRC_DEEPCONSENSUS_v1pt2_2023_12_q20,unaligned reads,,,15.04,0.597936,
,SRP305758,,SAMN17861665,HG02630_lib1_dc_m64043_200502_223511,PacBio HiFi sequencing of HG02630 rebasecalled with DeepConsensus v1.2,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Sequel II,HiFi sequencing of 20kb fractionated gDNA,fastq.gz,Megaruptor 1,SageELF,1.2,,,Washington University,tgraves@wustl.edu,HG02630.m64043_200502_223511.dc.q20.fastq.gz,2292376,44888204927,44.89,45.0,50938.0,19581,17196,18998,21410,17591,19535,22193,HG02630,s3://human-pangenomics/submissions/3A25CF8A-1F36-42EE-BC9F-D29CECAA2A99--HPRC_DEEPCONSENSUS_v1pt2_2023_12_q20/HG02630/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG02630.m64043_200502_223511.dc.q20.fastq.gz,HPRC_DEEPCONSENSUS_v1pt2_2023_12_q20,unaligned reads,,,14.48,0.551043,
,SRP305758,,SAMN17861665,HG02630_lib1_dc_m64043_200504_050026,PacBio HiFi sequencing of HG02630 rebasecalled with DeepConsensus v1.2,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Sequel II,HiFi sequencing of 20kb fractionated gDNA,fastq.gz,Megaruptor 1,SageELF,1.2,,,Washington University,tgraves@wustl.edu,HG02630.m64043_200504_050026.dc.q20.fastq.gz,2295592,44545171920,44.55,45.0,49570.0,19404,17093,18845,21155,17470,19348,21902,HG02630,s3://human-pangenomics/submissions/3A25CF8A-1F36-42EE-BC9F-D29CECAA2A99--HPRC_DEEPCONSENSUS_v1pt2_2023_12_q20/HG02630/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG02630.m64043_200504_050026.dc.q20.fastq.gz,HPRC_DEEPCONSENSUS_v1pt2_2023_12_q20,unaligned reads,,,14.37,0.57204,
,SRP305758,,SAMN17861665,HG02630_lib1_dc_m64043_200505_112554,PacBio HiFi sequencing of HG02630 rebasecalled with DeepConsensus v1.2,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Sequel II,HiFi sequencing of 20kb fractionated gDNA,fastq.gz,Megaruptor 1,SageELF,1.2,,,Washington University,tgraves@wustl.edu,HG02630.m64043_200505_112554.dc.q20.fastq.gz,2265260,43753386794,43.75,45.0,50292.0,19314,17027,18757,21045,17397,19252,21781,HG02630,s3://human-pangenomics/submissions/3A25CF8A-1F36-42EE-BC9F-D29CECAA2A99--HPRC_DEEPCONSENSUS_v1pt2_2023_12_q20/HG02630/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG02630.m64043_200505_112554.dc.q20.fastq.gz,HPRC_DEEPCONSENSUS_v1pt2_2023_12_q20,unaligned reads,,,14.11,0.559107,
,SRP305758,,SAMN17861666,HG02717_lib1_dc_m64043_200403_163826,PacBio HiFi sequencing of HG02717 rebasecalled with DeepConsensus v1.2,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Sequel II,HiFi sequencing of 20kb fractionated gDNA,fastq.gz,Megaruptor 1,SageELF,1.2,,,Washington University,tgraves@wustl.edu,HG02717.m64043_200403_163826.dc.q20.fastq.gz,2532340,43510448734,43.51,45.0,49890.0,17181,14888,16275,18601,15169,16776,19713,HG02717,s3://human-pangenomics/submissions/3A25CF8A-1F36-42EE-BC9F-D29CECAA2A99--HPRC_DEEPCONSENSUS_v1pt2_2023_12_q20/HG02717/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG02717.m64043_200403_163826.dc.q20.fastq.gz,HPRC_DEEPCONSENSUS_v1pt2_2023_12_q20,unaligned reads,,,14.04,0.574074,
,SRP305758,,SAMN17861666,HG02717_lib1_dc_m64043_200405_180950,PacBio HiFi sequencing of HG02717 rebasecalled with DeepConsensus v1.2,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Sequel II,HiFi sequencing of 20kb fractionated gDNA,fastq.gz,Megaruptor 1,SageELF,1.2,,,Washington University,tgraves@wustl.edu,HG02717.m64043_200405_180950.dc.q20.fastq.gz,2422244,41882067137,41.88,45.0,51533.0,17290,14964,16378,18766,15252,16893,19884,HG02717,s3://human-pangenomics/submissions/3A25CF8A-1F36-42EE-BC9F-D29CECAA2A99--HPRC_DEEPCONSENSUS_v1pt2_2023_12_q20/HG02717/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG02717.m64043_200405_180950.dc.q20.fastq.gz,HPRC_DEEPCONSENSUS_v1pt2_2023_12_q20,unaligned reads,,,13.51,0.59418,
,SRP305758,,SAMN17861666,HG02717_lib1_dc_m64043_200407_002219,PacBio HiFi sequencing of HG02717 rebasecalled with DeepConsensus v1.2,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Sequel II,HiFi sequencing of 20kb fractionated gDNA,fastq.gz,Megaruptor 1,SageELF,1.2,,,Washington University,tgraves@wustl.edu,HG02717.m64043_200407_002219.dc.q20.fastq.gz,2444051,42353044494,42.35,44.0,50704.0,17329,14969,16405,18840,15262,16939,19972,HG02717,s3://human-pangenomics/submissions/3A25CF8A-1F36-42EE-BC9F-D29CECAA2A99--HPRC_DEEPCONSENSUS_v1pt2_2023_12_q20/HG02717/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG02717.m64043_200407_002219.dc.q20.fastq.gz,HPRC_DEEPCONSENSUS_v1pt2_2023_12_q20,unaligned reads,,,13.66,0.587362,
