sample_id,accession,study,bioproject_accession,biosample_accession,filename,filetype,path,data_type,coverage,total_bp,total_Gbp,ntsm_score,production,title,design_description,generator_facility,generator_contact,library_ID,library_strategy,library_source,library_selection,library_layout,shear_method,platform,instrument_model,assembly
NA19185,SRR30242432,SRP305758,PRJNA701308,SAMN37797090,NA19185-1_S17_L004_R2_001.fastq.gz,fastq,s3://human-pangenomics/working/HPRC/NA19185/raw_data/hic/NA19185-1_S17_L004_R2_001.fastq.gz,unaligned reads,4.19,12978755728,12.98,0.574654,HiC,Illumina Sequencing of Omni-C Libraries of NA19185,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,NA19185-1_S17_L004,Hi-C,GENOMIC,RANDOM,paired,no shear,ILLUMINA,Illumina NovaSeq 6000,unaligned
NA19185,SRR30242311,SRP305758,PRJNA701308,SAMN37797090,NA19185-2_S25_L001_R2_001.fastq.gz,fastq,s3://human-pangenomics/working/HPRC/NA19185/raw_data/hic/NA19185-2_S25_L001_R2_001.fastq.gz,unaligned reads,4.09,12680980988,12.68,0.579125,HiC,Illumina Sequencing of Omni-C Libraries of NA19185,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,NA19185-2_S25_L001,Hi-C,GENOMIC,RANDOM,paired,no shear,ILLUMINA,Illumina NovaSeq 6000,unaligned
NA19185,SRR30242310,SRP305758,PRJNA701308,SAMN37797090,NA19185-2_S25_L002_R2_001.fastq.gz,fastq,s3://human-pangenomics/working/HPRC/NA19185/raw_data/hic/NA19185-2_S25_L002_R2_001.fastq.gz,unaligned reads,4.4,13648938374,13.65,0.556523,HiC,Illumina Sequencing of Omni-C Libraries of NA19185,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,NA19185-2_S25_L002,Hi-C,GENOMIC,RANDOM,paired,no shear,ILLUMINA,Illumina NovaSeq 6000,unaligned
NA19185,SRR30242309,SRP305758,PRJNA701308,SAMN37797090,NA19185-2_S25_L003_R2_001.fastq.gz,fastq,s3://human-pangenomics/working/HPRC/NA19185/raw_data/hic/NA19185-2_S25_L003_R2_001.fastq.gz,unaligned reads,4.41,13657310272,13.66,0.567571,HiC,Illumina Sequencing of Omni-C Libraries of NA19185,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,NA19185-2_S25_L003,Hi-C,GENOMIC,RANDOM,paired,no shear,ILLUMINA,Illumina NovaSeq 6000,unaligned
NA19185,SRR30242308,SRP305758,PRJNA701308,SAMN37797090,NA19185-2_S25_L004_R2_001.fastq.gz,fastq,s3://human-pangenomics/working/HPRC/NA19185/raw_data/hic/NA19185-2_S25_L004_R2_001.fastq.gz,unaligned reads,4.36,13526574718,13.53,0.571938,HiC,Illumina Sequencing of Omni-C Libraries of NA19185,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,NA19185-2_S25_L004,Hi-C,GENOMIC,RANDOM,paired,no shear,ILLUMINA,Illumina NovaSeq 6000,unaligned
NA19338,SRR30242305,SRP305758,PRJNA701308,SAMN37797091,NA19338-1_S19_L001_R2_001.fastq.gz,fastq,s3://human-pangenomics/working/HPRC/NA19338/raw_data/hic/NA19338-1_S19_L001_R2_001.fastq.gz,unaligned reads,3.57,11052813837,11.05,0.592449,HiC,Illumina Sequencing of Omni-C Libraries of NA19338,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,NA19338-1_S19_L001,Hi-C,GENOMIC,RANDOM,paired,no shear,ILLUMINA,Illumina NovaSeq 6000,unaligned
NA19338,SRR30242304,SRP305758,PRJNA701308,SAMN37797091,NA19338-1_S19_L002_R2_001.fastq.gz,fastq,s3://human-pangenomics/working/HPRC/NA19338/raw_data/hic/NA19338-1_S19_L002_R2_001.fastq.gz,unaligned reads,3.65,11309496506,11.31,0.588985,HiC,Illumina Sequencing of Omni-C Libraries of NA19338,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,NA19338-1_S19_L002,Hi-C,GENOMIC,RANDOM,paired,no shear,ILLUMINA,Illumina NovaSeq 6000,unaligned
NA19338,SRR30242303,SRP305758,PRJNA701308,SAMN37797091,NA19338-1_S19_L003_R2_001.fastq.gz,fastq,s3://human-pangenomics/working/HPRC/NA19338/raw_data/hic/NA19338-1_S19_L003_R2_001.fastq.gz,unaligned reads,3.5,10859728554,10.86,0.603413,HiC,Illumina Sequencing of Omni-C Libraries of NA19338,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,NA19338-1_S19_L003,Hi-C,GENOMIC,RANDOM,paired,no shear,ILLUMINA,Illumina NovaSeq 6000,unaligned
NA19338,SRR30242302,SRP305758,PRJNA701308,SAMN37797091,NA19338-1_S19_L004_R2_001.fastq.gz,fastq,s3://human-pangenomics/working/HPRC/NA19338/raw_data/hic/NA19338-1_S19_L004_R2_001.fastq.gz,unaligned reads,3.57,11074749106,11.07,0.587928,HiC,Illumina Sequencing of Omni-C Libraries of NA19338,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,NA19338-1_S19_L004,Hi-C,GENOMIC,RANDOM,paired,no shear,ILLUMINA,Illumina NovaSeq 6000,unaligned
NA19338,SRR30242301,SRP305758,PRJNA701308,SAMN37797091,NA19338-2_S27_L001_R2_001.fastq.gz,fastq,s3://human-pangenomics/working/HPRC/NA19338/raw_data/hic/NA19338-2_S27_L001_R2_001.fastq.gz,unaligned reads,4.63,14353115615,14.35,0.550579,HiC,Illumina Sequencing of Omni-C Libraries of NA19338,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,NA19338-2_S27_L001,Hi-C,GENOMIC,RANDOM,paired,no shear,ILLUMINA,Illumina NovaSeq 6000,unaligned
NA19338,SRR30242300,SRP305758,PRJNA701308,SAMN37797091,NA19338-2_S27_L002_R2_001.fastq.gz,fastq,s3://human-pangenomics/working/HPRC/NA19338/raw_data/hic/NA19338-2_S27_L002_R2_001.fastq.gz,unaligned reads,4.74,14702293665,14.7,0.563184,HiC,Illumina Sequencing of Omni-C Libraries of NA19338,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,NA19338-2_S27_L002,Hi-C,GENOMIC,RANDOM,paired,no shear,ILLUMINA,Illumina NovaSeq 6000,unaligned
NA19338,SRR30242299,SRP305758,PRJNA701308,SAMN37797091,NA19338-2_S27_L003_R2_001.fastq.gz,fastq,s3://human-pangenomics/working/HPRC/NA19338/raw_data/hic/NA19338-2_S27_L003_R2_001.fastq.gz,unaligned reads,4.53,14049151602,14.05,0.545612,HiC,Illumina Sequencing of Omni-C Libraries of NA19338,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,NA19338-2_S27_L003,Hi-C,GENOMIC,RANDOM,paired,no shear,ILLUMINA,Illumina NovaSeq 6000,unaligned
NA19338,SRR30242298,SRP305758,PRJNA701308,SAMN37797091,NA19338-2_S27_L004_R2_001.fastq.gz,fastq,s3://human-pangenomics/working/HPRC/NA19338/raw_data/hic/NA19338-2_S27_L004_R2_001.fastq.gz,unaligned reads,4.62,14333528623,14.33,0.559476,HiC,Illumina Sequencing of Omni-C Libraries of NA19338,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,NA19338-2_S27_L004,Hi-C,GENOMIC,RANDOM,paired,no shear,ILLUMINA,Illumina NovaSeq 6000,unaligned
NA19391,SRR30242297,SRP305758,PRJNA701308,SAMN37797092,NA19391-1_S20_L001_R2_001.fastq.gz,fastq,s3://human-pangenomics/working/HPRC/NA19391/raw_data/hic/NA19391-1_S20_L001_R2_001.fastq.gz,unaligned reads,4.36,13518244805,13.52,0.544625,HiC,Illumina Sequencing of Omni-C Libraries of NA19391,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,NA19391-1_S20_L001,Hi-C,GENOMIC,RANDOM,paired,no shear,ILLUMINA,Illumina NovaSeq 6000,unaligned
NA19391,SRR30242296,SRP305758,PRJNA701308,SAMN37797092,NA19391-1_S20_L002_R2_001.fastq.gz,fastq,s3://human-pangenomics/working/HPRC/NA19391/raw_data/hic/NA19391-1_S20_L002_R2_001.fastq.gz,unaligned reads,4.45,13805315933,13.81,0.539666,HiC,Illumina Sequencing of Omni-C Libraries of NA19391,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,NA19391-1_S20_L002,Hi-C,GENOMIC,RANDOM,paired,no shear,ILLUMINA,Illumina NovaSeq 6000,unaligned
NA19391,SRR30242492,SRP305758,PRJNA701308,SAMN37797092,NA19391-1_S20_L003_R2_001.fastq.gz,fastq,s3://human-pangenomics/working/HPRC/NA19391/raw_data/hic/NA19391-1_S20_L003_R2_001.fastq.gz,unaligned reads,4.25,13183479160,13.18,0.550523,HiC,Illumina Sequencing of Omni-C Libraries of NA19391,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,NA19391-1_S20_L003,Hi-C,GENOMIC,RANDOM,paired,no shear,ILLUMINA,Illumina NovaSeq 6000,unaligned
NA19391,SRR30242491,SRP305758,PRJNA701308,SAMN37797092,NA19391-1_S20_L004_R2_001.fastq.gz,fastq,s3://human-pangenomics/working/HPRC/NA19391/raw_data/hic/NA19391-1_S20_L004_R2_001.fastq.gz,unaligned reads,4.31,13360758809,13.36,0.53483,HiC,Illumina Sequencing of Omni-C Libraries of NA19391,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,NA19391-1_S20_L004,Hi-C,GENOMIC,RANDOM,paired,no shear,ILLUMINA,Illumina NovaSeq 6000,unaligned
NA19391,SRR30242490,SRP305758,PRJNA701308,SAMN37797092,NA19391-2_S28_L001_R2_001.fastq.gz,fastq,s3://human-pangenomics/working/HPRC/NA19391/raw_data/hic/NA19391-2_S28_L001_R2_001.fastq.gz,unaligned reads,3.37,10435705406,10.44,0.595998,HiC,Illumina Sequencing of Omni-C Libraries of NA19391,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,NA19391-2_S28_L001,Hi-C,GENOMIC,RANDOM,paired,no shear,ILLUMINA,Illumina NovaSeq 6000,unaligned
NA19391,SRR30242489,SRP305758,PRJNA701308,SAMN37797092,NA19391-2_S28_L002_R2_001.fastq.gz,fastq,s3://human-pangenomics/working/HPRC/NA19391/raw_data/hic/NA19391-2_S28_L002_R2_001.fastq.gz,unaligned reads,3.46,10730260451,10.73,0.583996,HiC,Illumina Sequencing of Omni-C Libraries of NA19391,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,NA19391-2_S28_L002,Hi-C,GENOMIC,RANDOM,paired,no shear,ILLUMINA,Illumina NovaSeq 6000,unaligned
NA19391,SRR30242292,SRP305758,PRJNA701308,SAMN37797092,NA19391-2_S28_L003_R2_001.fastq.gz,fastq,s3://human-pangenomics/working/HPRC/NA19391/raw_data/hic/NA19391-2_S28_L003_R2_001.fastq.gz,unaligned reads,3.28,10165906652,10.17,0.562347,HiC,Illumina Sequencing of Omni-C Libraries of NA19391,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,NA19391-2_S28_L003,Hi-C,GENOMIC,RANDOM,paired,no shear,ILLUMINA,Illumina NovaSeq 6000,unaligned
NA19391,SRR30242291,SRP305758,PRJNA701308,SAMN37797092,NA19391-2_S28_L004_R2_001.fastq.gz,fastq,s3://human-pangenomics/working/HPRC/NA19391/raw_data/hic/NA19391-2_S28_L004_R2_001.fastq.gz,unaligned reads,3.37,10445658425,10.45,0.585156,HiC,Illumina Sequencing of Omni-C Libraries of NA19391,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,NA19391-2_S28_L004,Hi-C,GENOMIC,RANDOM,paired,no shear,ILLUMINA,Illumina NovaSeq 6000,unaligned
NA19468,SRR30242290,SRP305758,PRJNA701308,SAMN37797093,NA19468-1_S21_L001_R2_001.fastq.gz,fastq,s3://human-pangenomics/working/HPRC/NA19468/raw_data/hic/NA19468-1_S21_L001_R2_001.fastq.gz,unaligned reads,3.95,12240254262,12.24,0.579113,HiC,Illumina Sequencing of Omni-C Libraries of NA19468,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,NA19468-1_S21_L001,Hi-C,GENOMIC,RANDOM,paired,no shear,ILLUMINA,Illumina NovaSeq 6000,unaligned
NA19468,SRR30242289,SRP305758,PRJNA701308,SAMN37797093,NA19468-1_S21_L002_R2_001.fastq.gz,fastq,s3://human-pangenomics/working/HPRC/NA19468/raw_data/hic/NA19468-1_S21_L002_R2_001.fastq.gz,unaligned reads,4.04,12522807560,12.52,0.578908,HiC,Illumina Sequencing of Omni-C Libraries of NA19468,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,NA19468-1_S21_L002,Hi-C,GENOMIC,RANDOM,paired,no shear,ILLUMINA,Illumina NovaSeq 6000,unaligned
NA19468,SRR30242288,SRP305758,PRJNA701308,SAMN37797093,NA19468-1_S21_L003_R2_001.fastq.gz,fastq,s3://human-pangenomics/working/HPRC/NA19468/raw_data/hic/NA19468-1_S21_L003_R2_001.fastq.gz,unaligned reads,3.83,11874352869,11.87,0.560997,HiC,Illumina Sequencing of Omni-C Libraries of NA19468,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,NA19468-1_S21_L003,Hi-C,GENOMIC,RANDOM,paired,no shear,ILLUMINA,Illumina NovaSeq 6000,unaligned
NA19468,SRR30242503,SRP305758,PRJNA701308,SAMN37797093,NA19468-1_S21_L004_R2_001.fastq.gz,fastq,s3://human-pangenomics/working/HPRC/NA19468/raw_data/hic/NA19468-1_S21_L004_R2_001.fastq.gz,unaligned reads,3.91,12119181785,12.12,0.594546,HiC,Illumina Sequencing of Omni-C Libraries of NA19468,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,NA19468-1_S21_L004,Hi-C,GENOMIC,RANDOM,paired,no shear,ILLUMINA,Illumina NovaSeq 6000,unaligned
NA19468,SRR30242501,SRP305758,PRJNA701308,SAMN37797093,NA19468-2_S29_L001_R2_001.fastq.gz,fastq,s3://human-pangenomics/working/HPRC/NA19468/raw_data/hic/NA19468-2_S29_L001_R2_001.fastq.gz,unaligned reads,3.89,12046627353,12.05,0.594036,HiC,Illumina Sequencing of Omni-C Libraries of NA19468,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,NA19468-2_S29_L001,Hi-C,GENOMIC,RANDOM,paired,no shear,ILLUMINA,Illumina NovaSeq 6000,unaligned
NA19468,SRR30242500,SRP305758,PRJNA701308,SAMN37797093,NA19468-2_S29_L002_R2_001.fastq.gz,fastq,s3://human-pangenomics/working/HPRC/NA19468/raw_data/hic/NA19468-2_S29_L002_R2_001.fastq.gz,unaligned reads,3.98,12353146997,12.35,0.591322,HiC,Illumina Sequencing of Omni-C Libraries of NA19468,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,NA19468-2_S29_L002,Hi-C,GENOMIC,RANDOM,paired,no shear,ILLUMINA,Illumina NovaSeq 6000,unaligned
NA19468,SRR30242499,SRP305758,PRJNA701308,SAMN37797093,NA19468-2_S29_L003_R2_001.fastq.gz,fastq,s3://human-pangenomics/working/HPRC/NA19468/raw_data/hic/NA19468-2_S29_L003_R2_001.fastq.gz,unaligned reads,3.79,11750624626,11.75,0.57708,HiC,Illumina Sequencing of Omni-C Libraries of NA19468,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,NA19468-2_S29_L003,Hi-C,GENOMIC,RANDOM,paired,no shear,ILLUMINA,Illumina NovaSeq 6000,unaligned
NA19468,SRR30242498,SRP305758,PRJNA701308,SAMN37797093,NA19468-2_S29_L004_R2_001.fastq.gz,fastq,s3://human-pangenomics/working/HPRC/NA19468/raw_data/hic/NA19468-2_S29_L004_R2_001.fastq.gz,unaligned reads,3.88,12025256732,12.03,0.599243,HiC,Illumina Sequencing of Omni-C Libraries of NA19468,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,NA19468-2_S29_L004,Hi-C,GENOMIC,RANDOM,paired,no shear,ILLUMINA,Illumina NovaSeq 6000,unaligned
NA20752,SRR30242497,SRP305758,PRJNA701308,SAMN33758800,NA20752-1_S1_L001_R2_001.fastq.gz,fastq,s3://human-pangenomics/working/HPRC/NA20752/raw_data/hic/NA20752-1_S1_L001_R2_001.fastq.gz,unaligned reads,6.35,19689103089,19.69,0.521492,HiC,Illumina Sequencing of Omni-C Libraries of NA20752,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,NA20752-1_S1_L001,Hi-C,GENOMIC,RANDOM,paired,no shear,ILLUMINA,Illumina NovaSeq 6000,unaligned
NA20752,SRR30242496,SRP305758,PRJNA701308,SAMN33758800,NA20752-1_S1_L002_R2_001.fastq.gz,fastq,s3://human-pangenomics/working/HPRC/NA20752/raw_data/hic/NA20752-1_S1_L002_R2_001.fastq.gz,unaligned reads,6.46,20024129403,20.02,0.508134,HiC,Illumina Sequencing of Omni-C Libraries of NA20752,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,NA20752-1_S1_L002,Hi-C,GENOMIC,RANDOM,paired,no shear,ILLUMINA,Illumina NovaSeq 6000,unaligned
NA20752,SRR30242495,SRP305758,PRJNA701308,SAMN33758800,NA20752-1_S1_L003_R2_001.fastq.gz,fastq,s3://human-pangenomics/working/HPRC/NA20752/raw_data/hic/NA20752-1_S1_L003_R2_001.fastq.gz,unaligned reads,6.04,18739099351,18.74,0.544839,HiC,Illumina Sequencing of Omni-C Libraries of NA20752,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,NA20752-1_S1_L003,Hi-C,GENOMIC,RANDOM,paired,no shear,ILLUMINA,Illumina NovaSeq 6000,unaligned
NA20752,SRR30242494,SRP305758,PRJNA701308,SAMN33758800,NA20752-1_S1_L004_R2_001.fastq.gz,fastq,s3://human-pangenomics/working/HPRC/NA20752/raw_data/hic/NA20752-1_S1_L004_R2_001.fastq.gz,unaligned reads,6.05,18766931778,18.77,0.529485,HiC,Illumina Sequencing of Omni-C Libraries of NA20752,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,NA20752-1_S1_L004,Hi-C,GENOMIC,RANDOM,paired,no shear,ILLUMINA,Illumina NovaSeq 6000,unaligned
NA20752,SRR30242426,SRP305758,PRJNA701308,SAMN33758800,NA20752-2_S9_L001_R2_001.fastq.gz,fastq,s3://human-pangenomics/working/HPRC/NA20752/raw_data/hic/NA20752-2_S9_L001_R2_001.fastq.gz,unaligned reads,6.09,18871293988,18.87,0.50303,HiC,Illumina Sequencing of Omni-C Libraries of NA20752,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,NA20752-2_S9_L001,Hi-C,GENOMIC,RANDOM,paired,no shear,ILLUMINA,Illumina NovaSeq 6000,unaligned
NA20752,SRR30242425,SRP305758,PRJNA701308,SAMN33758800,NA20752-2_S9_L002_R2_001.fastq.gz,fastq,s3://human-pangenomics/working/HPRC/NA20752/raw_data/hic/NA20752-2_S9_L002_R2_001.fastq.gz,unaligned reads,6.2,19213995724,19.21,0.529809,HiC,Illumina Sequencing of Omni-C Libraries of NA20752,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,NA20752-2_S9_L002,Hi-C,GENOMIC,RANDOM,paired,no shear,ILLUMINA,Illumina NovaSeq 6000,unaligned
NA20752,SRR30242423,SRP305758,PRJNA701308,SAMN33758800,NA20752-2_S9_L003_R2_001.fastq.gz,fastq,s3://human-pangenomics/working/HPRC/NA20752/raw_data/hic/NA20752-2_S9_L003_R2_001.fastq.gz,unaligned reads,5.8,17983704070,17.98,0.550279,HiC,Illumina Sequencing of Omni-C Libraries of NA20752,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,NA20752-2_S9_L003,Hi-C,GENOMIC,RANDOM,paired,no shear,ILLUMINA,Illumina NovaSeq 6000,unaligned
NA20752,SRR30242422,SRP305758,PRJNA701308,SAMN33758800,NA20752-2_S9_L004_R2_001.fastq.gz,fastq,s3://human-pangenomics/working/HPRC/NA20752/raw_data/hic/NA20752-2_S9_L004_R2_001.fastq.gz,unaligned reads,5.83,18073203675,18.07,0.53068,HiC,Illumina Sequencing of Omni-C Libraries of NA20752,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,NA20752-2_S9_L004,Hi-C,GENOMIC,RANDOM,paired,no shear,ILLUMINA,Illumina NovaSeq 6000,unaligned
NA20752,SRR30242488,SRP305758,PRJNA701308,SAMN33758800,NA20752-2_S9i_L001_R2_001.fastq.gz,fastq,s3://human-pangenomics/working/HPRC/NA20752/raw_data/hic/NA20752-2_S9i_L001_R2_001.fastq.gz,unaligned reads,14.15,43857149837,43.86,0.467534,HiC,Illumina Sequencing of Omni-C Libraries of NA20752,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,NA20752-2_S9i_L001,Hi-C,GENOMIC,RANDOM,paired,no shear,ILLUMINA,Illumina NovaSeq 6000,unaligned
NA20752,SRR30242487,SRP305758,PRJNA701308,SAMN33758800,NA20752-2_S9i_L002_R2_001.fastq.gz,fastq,s3://human-pangenomics/working/HPRC/NA20752/raw_data/hic/NA20752-2_S9i_L002_R2_001.fastq.gz,unaligned reads,15.38,47679124939,47.68,0.433645,HiC,Illumina Sequencing of Omni-C Libraries of NA20752,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,NA20752-2_S9i_L002,Hi-C,GENOMIC,RANDOM,paired,no shear,ILLUMINA,Illumina NovaSeq 6000,unaligned
NA20752,SRR30242486,SRP305758,PRJNA701308,SAMN33758800,NA20752-2_S9i_L003_R2_001.fastq.gz,fastq,s3://human-pangenomics/working/HPRC/NA20752/raw_data/hic/NA20752-2_S9i_L003_R2_001.fastq.gz,unaligned reads,13.18,40857911928,40.86,0.469565,HiC,Illumina Sequencing of Omni-C Libraries of NA20752,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,NA20752-2_S9i_L003,Hi-C,GENOMIC,RANDOM,paired,no shear,ILLUMINA,Illumina NovaSeq 6000,unaligned
NA20752,SRR30242485,SRP305758,PRJNA701308,SAMN33758800,NA20752-2_S9i_L004_R2_001.fastq.gz,fastq,s3://human-pangenomics/working/HPRC/NA20752/raw_data/hic/NA20752-2_S9i_L004_R2_001.fastq.gz,unaligned reads,11.38,35264086975,35.26,0.461973,HiC,Illumina Sequencing of Omni-C Libraries of NA20752,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,NA20752-2_S9i_L004,Hi-C,GENOMIC,RANDOM,paired,no shear,ILLUMINA,Illumina NovaSeq 6000,unaligned
NA20799,SRR30242484,SRP305758,PRJNA701308,SAMN37797094,NA20799-1_S4_L001_R2_001.fastq.gz,fastq,s3://human-pangenomics/working/HPRC/NA20799/raw_data/hic/NA20799-1_S4_L001_R2_001.fastq.gz,unaligned reads,5.19,16083581140,16.08,0.51074,HiC,Illumina Sequencing of Omni-C Libraries of NA20799,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,NA20799-1_S4_L001,Hi-C,GENOMIC,RANDOM,paired,no shear,ILLUMINA,Illumina NovaSeq 6000,unaligned
NA20799,SRR30242483,SRP305758,PRJNA701308,SAMN37797094,NA20799-1_S4_L002_R2_001.fastq.gz,fastq,s3://human-pangenomics/working/HPRC/NA20799/raw_data/hic/NA20799-1_S4_L002_R2_001.fastq.gz,unaligned reads,5.26,16305974272,16.31,0.514144,HiC,Illumina Sequencing of Omni-C Libraries of NA20799,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,NA20799-1_S4_L002,Hi-C,GENOMIC,RANDOM,paired,no shear,ILLUMINA,Illumina NovaSeq 6000,unaligned
NA20799,SRR30242482,SRP305758,PRJNA701308,SAMN37797094,NA20799-1_S4_L003_R2_001.fastq.gz,fastq,s3://human-pangenomics/working/HPRC/NA20799/raw_data/hic/NA20799-1_S4_L003_R2_001.fastq.gz,unaligned reads,5.05,15640822549,15.64,0.527647,HiC,Illumina Sequencing of Omni-C Libraries of NA20799,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,NA20799-1_S4_L003,Hi-C,GENOMIC,RANDOM,paired,no shear,ILLUMINA,Illumina NovaSeq 6000,unaligned
NA20799,SRR30242481,SRP305758,PRJNA701308,SAMN37797094,NA20799-1_S4_L004_R2_001.fastq.gz,fastq,s3://human-pangenomics/working/HPRC/NA20799/raw_data/hic/NA20799-1_S4_L004_R2_001.fastq.gz,unaligned reads,5.02,15554368820,15.55,0.505313,HiC,Illumina Sequencing of Omni-C Libraries of NA20799,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,NA20799-1_S4_L004,Hi-C,GENOMIC,RANDOM,paired,no shear,ILLUMINA,Illumina NovaSeq 6000,unaligned
NA20799,SRR30242431,SRP305758,PRJNA701308,SAMN37797094,NA20799-2_S12_L001_R2_001.fastq.gz,fastq,s3://human-pangenomics/working/HPRC/NA20799/raw_data/hic/NA20799-2_S12_L001_R2_001.fastq.gz,unaligned reads,5.53,17148483684,17.15,0.532822,HiC,Illumina Sequencing of Omni-C Libraries of NA20799,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,NA20799-2_S12_L001,Hi-C,GENOMIC,RANDOM,paired,no shear,ILLUMINA,Illumina NovaSeq 6000,unaligned
NA20799,SRR30242430,SRP305758,PRJNA701308,SAMN37797094,NA20799-2_S12_L002_R2_001.fastq.gz,fastq,s3://human-pangenomics/working/HPRC/NA20799/raw_data/hic/NA20799-2_S12_L002_R2_001.fastq.gz,unaligned reads,5.61,17376099145,17.38,0.509521,HiC,Illumina Sequencing of Omni-C Libraries of NA20799,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,NA20799-2_S12_L002,Hi-C,GENOMIC,RANDOM,paired,no shear,ILLUMINA,Illumina NovaSeq 6000,unaligned
NA20799,SRR30242429,SRP305758,PRJNA701308,SAMN37797094,NA20799-2_S12_L003_R2_001.fastq.gz,fastq,s3://human-pangenomics/working/HPRC/NA20799/raw_data/hic/NA20799-2_S12_L003_R2_001.fastq.gz,unaligned reads,5.25,16285604458,16.29,0.527273,HiC,Illumina Sequencing of Omni-C Libraries of NA20799,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,NA20799-2_S12_L003,Hi-C,GENOMIC,RANDOM,paired,no shear,ILLUMINA,Illumina NovaSeq 6000,unaligned
