sample_id,sample,haplotype,phasing,assembly_method,assembly_method_version,assembly_date,genbank_accession,assembly_md5,assembly_fai,assembly_gzi,assembly,
HG02083_hap1,HG02083,1,trio,hifiasm,0.19.7,2024-09,GCA_042030135.1,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG02083/assemblies/freeze_2/HG02083_pat_hprc_r2_v1.0.1.fa.gz.md5,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG02083/assemblies/freeze_2/HG02083_pat_hprc_r2_v1.0.1.fa.gz.fai,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG02083/assemblies/freeze_2/HG02083_pat_hprc_r2_v1.0.1.fa.gz.gzi,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG02083/assemblies/freeze_2/HG02083_pat_hprc_r2_v1.0.1.fa.gz,/private/groups/hprc/qc/liftoff/batch1/HG02083_hap1/analysis/liftoff_outputs/e64f9b8d-91e0-4db6-a9fa-ba3128b0fc59/chm13v2.0_RefSeq_Liftoff_v5.1.gff3
HG02300_hap1,HG02300,1,trio,hifiasm,0.19.7,2024-09,GCA_042028475.1,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG02300/assemblies/freeze_2/HG02300_pat_hprc_r2_v1.0.1.fa.gz.md5,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG02300/assemblies/freeze_2/HG02300_pat_hprc_r2_v1.0.1.fa.gz.fai,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG02300/assemblies/freeze_2/HG02300_pat_hprc_r2_v1.0.1.fa.gz.gzi,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG02300/assemblies/freeze_2/HG02300_pat_hprc_r2_v1.0.1.fa.gz,/private/groups/hprc/qc/liftoff/batch1/HG02300_hap1/analysis/liftoff_outputs/65d33704-14f8-4ca8-aa23-f25f48656384/chm13v2.0_RefSeq_Liftoff_v5.1.gff3
HG02523_hap1,HG02523,1,trio,hifiasm,0.19.7,2024-09,GCA_042030115.1,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG02523/assemblies/freeze_2/HG02523_pat_hprc_r2_v1.0.1.fa.gz.md5,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG02523/assemblies/freeze_2/HG02523_pat_hprc_r2_v1.0.1.fa.gz.fai,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG02523/assemblies/freeze_2/HG02523_pat_hprc_r2_v1.0.1.fa.gz.gzi,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG02523/assemblies/freeze_2/HG02523_pat_hprc_r2_v1.0.1.fa.gz,/private/groups/hprc/qc/liftoff/batch1/HG02523_hap1/analysis/liftoff_outputs/fe822ec1-0dc4-4747-aa54-6e5ce70114c2/chm13v2.0_RefSeq_Liftoff_v5.1.gff3
HG02615_hap1,HG02615,1,trio,hifiasm,0.19.7,2024-09,GCA_042029935.1,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG02615/assemblies/freeze_2/HG02615_pat_hprc_r2_v1.0.1.fa.gz.md5,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG02615/assemblies/freeze_2/HG02615_pat_hprc_r2_v1.0.1.fa.gz.fai,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG02615/assemblies/freeze_2/HG02615_pat_hprc_r2_v1.0.1.fa.gz.gzi,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG02615/assemblies/freeze_2/HG02615_pat_hprc_r2_v1.0.1.fa.gz,/private/groups/hprc/qc/liftoff/batch1/HG02615_hap1/analysis/liftoff_outputs/4e6070fa-efda-472c-ae8b-2ff6966b6f76/chm13v2.0_RefSeq_Liftoff_v5.1.gff3
HG03654_hap1,HG03654,1,trio,hifiasm,0.19.7,2024-09,GCA_042030035.1,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG03654/assemblies/freeze_2/HG03654_pat_hprc_r2_v1.0.1.fa.gz.md5,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG03654/assemblies/freeze_2/HG03654_pat_hprc_r2_v1.0.1.fa.gz.fai,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG03654/assemblies/freeze_2/HG03654_pat_hprc_r2_v1.0.1.fa.gz.gzi,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG03654/assemblies/freeze_2/HG03654_pat_hprc_r2_v1.0.1.fa.gz,/private/groups/hprc/qc/liftoff/batch1/HG03654_hap1/analysis/liftoff_outputs/d2d2027c-44b1-43a5-b5d2-5ac21a913edc/chm13v2.0_RefSeq_Liftoff_v5.1.gff3
HG03704_hap1,HG03704,1,trio,hifiasm,0.19.7,2024-09,GCA_042027445.1,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG03704/assemblies/freeze_2/HG03704_pat_hprc_r2_v1.0.1.fa.gz.md5,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG03704/assemblies/freeze_2/HG03704_pat_hprc_r2_v1.0.1.fa.gz.fai,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG03704/assemblies/freeze_2/HG03704_pat_hprc_r2_v1.0.1.fa.gz.gzi,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG03704/assemblies/freeze_2/HG03704_pat_hprc_r2_v1.0.1.fa.gz,/private/groups/hprc/qc/liftoff/batch1/HG03704_hap1/analysis/liftoff_outputs/be247b00-4126-4168-81a8-fd47c5d86fd0/chm13v2.0_RefSeq_Liftoff_v5.1.gff3
HG03831_hap1,HG03831,1,trio,hifiasm,0.19.7,2024-09,GCA_042028725.1,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG03831/assemblies/freeze_2/HG03831_pat_hprc_r2_v1.0.1.fa.gz.md5,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG03831/assemblies/freeze_2/HG03831_pat_hprc_r2_v1.0.1.fa.gz.fai,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG03831/assemblies/freeze_2/HG03831_pat_hprc_r2_v1.0.1.fa.gz.gzi,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG03831/assemblies/freeze_2/HG03831_pat_hprc_r2_v1.0.1.fa.gz,/private/groups/hprc/qc/liftoff/batch1/HG03831_hap1/analysis/liftoff_outputs/3edabef0-82d9-4089-9ceb-84995126a2ed/chm13v2.0_RefSeq_Liftoff_v5.1.gff3
HG04199_hap1,HG04199,1,trio,hifiasm,0.19.7,2024-09,GCA_042030015.1,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG04199/assemblies/freeze_2/HG04199_pat_hprc_r2_v1.0.1.fa.gz.md5,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG04199/assemblies/freeze_2/HG04199_pat_hprc_r2_v1.0.1.fa.gz.fai,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG04199/assemblies/freeze_2/HG04199_pat_hprc_r2_v1.0.1.fa.gz.gzi,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG04199/assemblies/freeze_2/HG04199_pat_hprc_r2_v1.0.1.fa.gz,/private/groups/hprc/qc/liftoff/batch1/HG04199_hap1/analysis/liftoff_outputs/0623bab0-54e8-4751-9101-45051798905c/chm13v2.0_RefSeq_Liftoff_v5.1.gff3
HG00621_hap1,HG00621,1,trio,hifiasm,0.19.7,2024-09,GCA_018472575.2,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG00621/assemblies/freeze_2/HG00621_pat_hprc_r2_v1.0.1.fa.gz.md5,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG00621/assemblies/freeze_2/HG00621_pat_hprc_r2_v1.0.1.fa.gz.fai,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG00621/assemblies/freeze_2/HG00621_pat_hprc_r2_v1.0.1.fa.gz.gzi,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG00621/assemblies/freeze_2/HG00621_pat_hprc_r2_v1.0.1.fa.gz,/private/groups/hprc/qc/liftoff/batch1/HG00621_hap1/analysis/liftoff_outputs/b160ad4e-4f13-4296-b655-e808388ff95b/chm13v2.0_RefSeq_Liftoff_v5.1.gff3
HG01106_hap1,HG01106,1,trio,hifiasm,0.19.7,2024-09,GCA_018471075.2,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01106/assemblies/freeze_2/HG01106_pat_hprc_r2_v1.0.1.fa.gz.md5,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01106/assemblies/freeze_2/HG01106_pat_hprc_r2_v1.0.1.fa.gz.fai,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01106/assemblies/freeze_2/HG01106_pat_hprc_r2_v1.0.1.fa.gz.gzi,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01106/assemblies/freeze_2/HG01106_pat_hprc_r2_v1.0.1.fa.gz,/private/groups/hprc/qc/liftoff/batch1/HG01106_hap1/analysis/liftoff_outputs/a3418ede-8280-476f-b453-db1f68f9ff99/chm13v2.0_RefSeq_Liftoff_v5.1.gff3
HG01175_hap1,HG01175,1,trio,hifiasm,0.19.7,2024-09,GCA_018471065.2,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01175/assemblies/freeze_2/HG01175_pat_hprc_r2_v1.0.1.fa.gz.md5,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01175/assemblies/freeze_2/HG01175_pat_hprc_r2_v1.0.1.fa.gz.fai,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01175/assemblies/freeze_2/HG01175_pat_hprc_r2_v1.0.1.fa.gz.gzi,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01175/assemblies/freeze_2/HG01175_pat_hprc_r2_v1.0.1.fa.gz,/private/groups/hprc/qc/liftoff/batch1/HG01175_hap1/analysis/liftoff_outputs/b7873b04-4fa2-4bb3-bd9e-04b007b0f847/chm13v2.0_RefSeq_Liftoff_v5.1.gff3
HG02572_hap1,HG02572,1,trio,hifiasm,0.19.7,2024-09,GCA_018470435.2,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG02572/assemblies/freeze_2/HG02572_pat_hprc_r2_v1.0.1.fa.gz.md5,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG02572/assemblies/freeze_2/HG02572_pat_hprc_r2_v1.0.1.fa.gz.fai,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG02572/assemblies/freeze_2/HG02572_pat_hprc_r2_v1.0.1.fa.gz.gzi,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG02572/assemblies/freeze_2/HG02572_pat_hprc_r2_v1.0.1.fa.gz,/private/groups/hprc/qc/liftoff/batch1/HG02572_hap1/analysis/liftoff_outputs/8f8c4048-d79e-47d1-97bc-6b971e54d519/chm13v2.0_RefSeq_Liftoff_v5.1.gff3
HG02622_hap1,HG02622,1,trio,hifiasm,0.19.7,2024-09,GCA_018469925.2,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG02622/assemblies/freeze_2/HG02622_pat_hprc_r2_v1.0.1.fa.gz.md5,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG02622/assemblies/freeze_2/HG02622_pat_hprc_r2_v1.0.1.fa.gz.fai,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG02622/assemblies/freeze_2/HG02622_pat_hprc_r2_v1.0.1.fa.gz.gzi,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG02622/assemblies/freeze_2/HG02622_pat_hprc_r2_v1.0.1.fa.gz,/private/groups/hprc/qc/liftoff/batch1/HG02622_hap1/analysis/liftoff_outputs/a58216af-37ec-4881-8484-0f9b656ae3b7/chm13v2.0_RefSeq_Liftoff_v5.1.gff3
HG02886_hap1,HG02886,1,trio,hifiasm,0.19.7,2024-09,GCA_018470465.2,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG02886/assemblies/freeze_2/HG02886_pat_hprc_r2_v1.0.1.fa.gz.md5,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG02886/assemblies/freeze_2/HG02886_pat_hprc_r2_v1.0.1.fa.gz.fai,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG02886/assemblies/freeze_2/HG02886_pat_hprc_r2_v1.0.1.fa.gz.gzi,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG02886/assemblies/freeze_2/HG02886_pat_hprc_r2_v1.0.1.fa.gz,/private/groups/hprc/qc/liftoff/batch1/HG02886_hap1/analysis/liftoff_outputs/a997b231-ee06-4c3a-8a17-9872efed546e/chm13v2.0_RefSeq_Liftoff_v5.1.gff3
HG03453_hap1,HG03453,1,trio,hifiasm,0.19.7,2024-09,GCA_018473305.2,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG03453/assemblies/freeze_2/HG03453_pat_hprc_r2_v1.0.1.fa.gz.md5,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG03453/assemblies/freeze_2/HG03453_pat_hprc_r2_v1.0.1.fa.gz.fai,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG03453/assemblies/freeze_2/HG03453_pat_hprc_r2_v1.0.1.fa.gz.gzi,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG03453/assemblies/freeze_2/HG03453_pat_hprc_r2_v1.0.1.fa.gz,/private/groups/hprc/qc/liftoff/batch1/HG03453_hap1/analysis/liftoff_outputs/ac0d1969-be8b-4334-9320-0d39db8d868b/chm13v2.0_RefSeq_Liftoff_v5.1.gff3
HG00099_hap1,HG00099,1,hic,hifiasm,0.19.9,2024-09,GCA_042032525.1,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG00099/assemblies/freeze_2/HG00099_hap1_hprc_r2_v1.0.1.fa.gz.md5,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG00099/assemblies/freeze_2/HG00099_hap1_hprc_r2_v1.0.1.fa.gz.fai,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG00099/assemblies/freeze_2/HG00099_hap1_hprc_r2_v1.0.1.fa.gz.gzi,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG00099/assemblies/freeze_2/HG00099_hap1_hprc_r2_v1.0.1.fa.gz,/private/groups/hprc/qc/liftoff/batch1/HG00099_hap1/analysis/liftoff_outputs/12cdfe1d-cbf9-49f2-a07d-8e166184beef/chm13v2.0_RefSeq_Liftoff_v5.1.gff3
HG00323_hap1,HG00323,1,hic,hifiasm,0.19.9,2024-09,GCA_042032465.1,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG00323/assemblies/freeze_2/HG00323_hap1_hprc_r2_v1.0.1.fa.gz.md5,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG00323/assemblies/freeze_2/HG00323_hap1_hprc_r2_v1.0.1.fa.gz.fai,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG00323/assemblies/freeze_2/HG00323_hap1_hprc_r2_v1.0.1.fa.gz.gzi,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG00323/assemblies/freeze_2/HG00323_hap1_hprc_r2_v1.0.1.fa.gz,/private/groups/hprc/qc/liftoff/batch1/HG00323_hap1/analysis/liftoff_outputs/9af5c770-8d17-4eb3-8f24-041467110cf8/chm13v2.0_RefSeq_Liftoff_v5.1.gff3
HG03209_hap1,HG03209,1,hic,hifiasm,0.19.9,2024-09,GCA_042032445.1,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG03209/assemblies/freeze_2/HG03209_hap1_hprc_r2_v1.0.1.fa.gz.md5,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG03209/assemblies/freeze_2/HG03209_hap1_hprc_r2_v1.0.1.fa.gz.fai,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG03209/assemblies/freeze_2/HG03209_hap1_hprc_r2_v1.0.1.fa.gz.gzi,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG03209/assemblies/freeze_2/HG03209_hap1_hprc_r2_v1.0.1.fa.gz,/private/groups/hprc/qc/liftoff/batch1/HG03209_hap1/analysis/liftoff_outputs/642cffec-3f14-4da1-8199-8665c76006eb/chm13v2.0_RefSeq_Liftoff_v5.1.gff3
HG01530_hap1,HG01530,1,hic,hifiasm,0.19.9,2024-09,GCA_042034285.1,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01530/assemblies/freeze_2/HG01530_hap1_hprc_r2_v1.0.1.fa.gz.md5,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01530/assemblies/freeze_2/HG01530_hap1_hprc_r2_v1.0.1.fa.gz.fai,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01530/assemblies/freeze_2/HG01530_hap1_hprc_r2_v1.0.1.fa.gz.gzi,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01530/assemblies/freeze_2/HG01530_hap1_hprc_r2_v1.0.1.fa.gz,/private/groups/hprc/qc/liftoff/batch1/HG01530_hap1/analysis/liftoff_outputs/81834ba9-6bb9-4dac-854c-62fe8feb69f2/chm13v2.0_RefSeq_Liftoff_v5.1.gff3
NA19185_hap1,NA19185,1,hic,hifiasm,0.19.9,2024-09,GCA_042035275.1,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA19185/assemblies/freeze_2/NA19185_hap1_hprc_r2_v1.0.1.fa.gz.md5,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA19185/assemblies/freeze_2/NA19185_hap1_hprc_r2_v1.0.1.fa.gz.fai,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA19185/assemblies/freeze_2/NA19185_hap1_hprc_r2_v1.0.1.fa.gz.gzi,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA19185/assemblies/freeze_2/NA19185_hap1_hprc_r2_v1.0.1.fa.gz,/private/groups/hprc/qc/liftoff/batch1/NA19185_hap1/analysis/liftoff_outputs/c8761a7b-3afe-42a8-9af1-e7153222b1e3/chm13v2.0_RefSeq_Liftoff_v5.1.gff3
NA19338_hap1,NA19338,1,hic,hifiasm,0.19.9,2024-09,GCA_042035195.1,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA19338/assemblies/freeze_2/NA19338_hap1_hprc_r2_v1.0.1.fa.gz.md5,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA19338/assemblies/freeze_2/NA19338_hap1_hprc_r2_v1.0.1.fa.gz.fai,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA19338/assemblies/freeze_2/NA19338_hap1_hprc_r2_v1.0.1.fa.gz.gzi,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA19338/assemblies/freeze_2/NA19338_hap1_hprc_r2_v1.0.1.fa.gz,/private/groups/hprc/qc/liftoff/batch1/NA19338_hap1/analysis/liftoff_outputs/f6b085f6-fc7c-494e-961a-edd6451e2a44/chm13v2.0_RefSeq_Liftoff_v5.1.gff3
NA19391_hap1,NA19391,1,hic,hifiasm,0.19.9,2024-09,GCA_042035185.1,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA19391/assemblies/freeze_2/NA19391_hap1_hprc_r2_v1.0.1.fa.gz.md5,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA19391/assemblies/freeze_2/NA19391_hap1_hprc_r2_v1.0.1.fa.gz.fai,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA19391/assemblies/freeze_2/NA19391_hap1_hprc_r2_v1.0.1.fa.gz.gzi,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA19391/assemblies/freeze_2/NA19391_hap1_hprc_r2_v1.0.1.fa.gz,/private/groups/hprc/qc/liftoff/batch1/NA19391_hap1/analysis/liftoff_outputs/2bdedb1f-a380-4056-b3f8-ea68d6084570/chm13v2.0_RefSeq_Liftoff_v5.1.gff3
NA19468_hap1,NA19468,1,hic,hifiasm,0.19.9,2024-09,GCA_042035225.1,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA19468/assemblies/freeze_2/NA19468_hap1_hprc_r2_v1.0.1.fa.gz.md5,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA19468/assemblies/freeze_2/NA19468_hap1_hprc_r2_v1.0.1.fa.gz.fai,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA19468/assemblies/freeze_2/NA19468_hap1_hprc_r2_v1.0.1.fa.gz.gzi,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA19468/assemblies/freeze_2/NA19468_hap1_hprc_r2_v1.0.1.fa.gz,/private/groups/hprc/qc/liftoff/batch1/NA19468_hap1/analysis/liftoff_outputs/744dd65c-8db5-4845-8a93-d26eadd3e69a/chm13v2.0_RefSeq_Liftoff_v5.1.gff3
HG00658_hap1,HG00658,1,trio,hifiasm,0.19.9,2024-09,GCA_042037975.1,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG00658/assemblies/freeze_2/HG00658_pat_hprc_r2_v1.0.1.fa.gz.md5,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG00658/assemblies/freeze_2/HG00658_pat_hprc_r2_v1.0.1.fa.gz.fai,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG00658/assemblies/freeze_2/HG00658_pat_hprc_r2_v1.0.1.fa.gz.gzi,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG00658/assemblies/freeze_2/HG00658_pat_hprc_r2_v1.0.1.fa.gz,/private/groups/hprc/qc/liftoff/batch1/HG00658_hap1/analysis/liftoff_outputs/aca9d49f-0f8a-4f06-abd8-baa431034bcc/chm13v2.0_RefSeq_Liftoff_v5.1.gff3
HG01071_hap1,HG01071,1,trio,hifiasm,0.19.9,2024-09,GCA_018472725.2,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01071/assemblies/freeze_2/HG01071_pat_hprc_r2_v1.0.1.fa.gz.md5,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01071/assemblies/freeze_2/HG01071_pat_hprc_r2_v1.0.1.fa.gz.fai,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01071/assemblies/freeze_2/HG01071_pat_hprc_r2_v1.0.1.fa.gz.gzi,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01071/assemblies/freeze_2/HG01071_pat_hprc_r2_v1.0.1.fa.gz,/private/groups/hprc/qc/liftoff/batch1/HG01071_hap1/analysis/liftoff_outputs/6e9f94b3-848f-4b01-bb81-38468428b87e/chm13v2.0_RefSeq_Liftoff_v5.1.gff3
