sample_id,sample_name,haplotype,phasing,assembly_method,assembly_method_version,assembly_date,assembly_name,source,genbank_accession,assembly_md5,assembly_fai,assembly_gzi,assembly,t2t_chrom_tsv,chrom_alias_txt,gaps_bed,telo_bed,mashmap_paf
HG01252_hap2,HG01252,2,trio,hifiasm,0.19.9,2024-09,HG01252_mat_hprc_r2_v1.0.1,hprc,GCA_042038095.1,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01252/assemblies/freeze_2/HG01252_mat_hprc_r2_v1.0.1.fa.gz.md5,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01252/assemblies/freeze_2/HG01252_mat_hprc_r2_v1.0.1.fa.gz.fai,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01252/assemblies/freeze_2/HG01252_mat_hprc_r2_v1.0.1.fa.gz.gzi,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01252/assemblies/freeze_2/HG01252_mat_hprc_r2_v1.0.1.fa.gz,/private/groups/hprc/qc/chrom_assignment/batch1/HG01252_hap2/analysis/assign_chromosomes_outputs/a33ea9fe-165c-4d56-a281-f73cc1c16a00/HG01252_mat_hprc_r2_v1.0.1.t2t_chromosomes.tsv,/private/groups/hprc/qc/chrom_assignment/batch1/HG01252_hap2/analysis/assign_chromosomes_outputs/a33ea9fe-165c-4d56-a281-f73cc1c16a00/HG01252_mat_hprc_r2_v1.0.1.chromAlias.txt,/private/groups/hprc/qc/chrom_assignment/batch1/HG01252_hap2/analysis/assign_chromosomes_outputs/2dc5f70f-912d-4123-b78e-11a56ffa995d/HG01252_mat_hprc_r2_v1.0.1.gaps.bed,/private/groups/hprc/qc/chrom_assignment/batch1/HG01252_hap2/analysis/assign_chromosomes_outputs/2dc5f70f-912d-4123-b78e-11a56ffa995d/HG01252_mat_hprc_r2_v1.0.1.telo.bed,/private/groups/hprc/qc/chrom_assignment/batch1/HG01252_hap2/analysis/assign_chromosomes_outputs/6d099a12-a631-4e4d-99ce-6a19a9a55247/mashmap_HG01252_mat_hprc_r2_v1.0.1_pi95.paf
HG01358_hap2,HG01358,2,trio,hifiasm,0.19.9,2024-09,HG01358_mat_hprc_r2_v1.0.1,hprc,GCA_018469865.2,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01358/assemblies/freeze_2/HG01358_mat_hprc_r2_v1.0.1.fa.gz.md5,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01358/assemblies/freeze_2/HG01358_mat_hprc_r2_v1.0.1.fa.gz.fai,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01358/assemblies/freeze_2/HG01358_mat_hprc_r2_v1.0.1.fa.gz.gzi,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01358/assemblies/freeze_2/HG01358_mat_hprc_r2_v1.0.1.fa.gz,/private/groups/hprc/qc/chrom_assignment/batch1/HG01358_hap2/analysis/assign_chromosomes_outputs/15b96560-d164-40f7-8a3a-711da4fd3cb2/HG01358_mat_hprc_r2_v1.0.1.t2t_chromosomes.tsv,/private/groups/hprc/qc/chrom_assignment/batch1/HG01358_hap2/analysis/assign_chromosomes_outputs/15b96560-d164-40f7-8a3a-711da4fd3cb2/HG01358_mat_hprc_r2_v1.0.1.chromAlias.txt,/private/groups/hprc/qc/chrom_assignment/batch1/HG01358_hap2/analysis/assign_chromosomes_outputs/e97041d1-4f70-4529-8aab-53cbc3de41f2/HG01358_mat_hprc_r2_v1.0.1.gaps.bed,/private/groups/hprc/qc/chrom_assignment/batch1/HG01358_hap2/analysis/assign_chromosomes_outputs/e97041d1-4f70-4529-8aab-53cbc3de41f2/HG01358_mat_hprc_r2_v1.0.1.telo.bed,/private/groups/hprc/qc/chrom_assignment/batch1/HG01358_hap2/analysis/assign_chromosomes_outputs/a5408084-42d4-4a5e-9f9b-321d63bbd086/mashmap_HG01358_mat_hprc_r2_v1.0.1_pi95.paf
HG01361_hap2,HG01361,2,trio,hifiasm,0.19.9,2024-09,HG01361_mat_hprc_r2_v1.0.1,hprc,GCA_018469685.2,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01361/assemblies/freeze_2/HG01361_mat_hprc_r2_v1.0.1.fa.gz.md5,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01361/assemblies/freeze_2/HG01361_mat_hprc_r2_v1.0.1.fa.gz.fai,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01361/assemblies/freeze_2/HG01361_mat_hprc_r2_v1.0.1.fa.gz.gzi,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01361/assemblies/freeze_2/HG01361_mat_hprc_r2_v1.0.1.fa.gz,/private/groups/hprc/qc/chrom_assignment/batch1/HG01361_hap2/analysis/assign_chromosomes_outputs/36b5187b-65b5-4f2f-b434-2c08e9e2d2aa/HG01361_mat_hprc_r2_v1.0.1.t2t_chromosomes.tsv,/private/groups/hprc/qc/chrom_assignment/batch1/HG01361_hap2/analysis/assign_chromosomes_outputs/36b5187b-65b5-4f2f-b434-2c08e9e2d2aa/HG01361_mat_hprc_r2_v1.0.1.chromAlias.txt,/private/groups/hprc/qc/chrom_assignment/batch1/HG01361_hap2/analysis/assign_chromosomes_outputs/737c533d-3a16-441d-9b1e-7670f4ea2399/HG01361_mat_hprc_r2_v1.0.1.gaps.bed,/private/groups/hprc/qc/chrom_assignment/batch1/HG01361_hap2/analysis/assign_chromosomes_outputs/737c533d-3a16-441d-9b1e-7670f4ea2399/HG01361_mat_hprc_r2_v1.0.1.telo.bed,/private/groups/hprc/qc/chrom_assignment/batch1/HG01361_hap2/analysis/assign_chromosomes_outputs/896b30f0-5735-4457-aed5-7961d2c79765/mashmap_HG01361_mat_hprc_r2_v1.0.1_pi95.paf
HG01928_hap2,HG01928,2,trio,hifiasm,0.19.9,2024-09,HG01928_mat_hprc_r2_v1.0.1,hprc,GCA_018472695.2,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01928/assemblies/freeze_2/HG01928_mat_hprc_r2_v1.0.1.fa.gz.md5,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01928/assemblies/freeze_2/HG01928_mat_hprc_r2_v1.0.1.fa.gz.fai,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01928/assemblies/freeze_2/HG01928_mat_hprc_r2_v1.0.1.fa.gz.gzi,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01928/assemblies/freeze_2/HG01928_mat_hprc_r2_v1.0.1.fa.gz,/private/groups/hprc/qc/chrom_assignment/batch1/HG01928_hap2/analysis/assign_chromosomes_outputs/3693c1bf-8447-49b3-bdff-a6da8d91a46c/HG01928_mat_hprc_r2_v1.0.1.t2t_chromosomes.tsv,/private/groups/hprc/qc/chrom_assignment/batch1/HG01928_hap2/analysis/assign_chromosomes_outputs/3693c1bf-8447-49b3-bdff-a6da8d91a46c/HG01928_mat_hprc_r2_v1.0.1.chromAlias.txt,/private/groups/hprc/qc/chrom_assignment/batch1/HG01928_hap2/analysis/assign_chromosomes_outputs/f4fc3373-d469-4db7-a3df-b1befb60b2e4/HG01928_mat_hprc_r2_v1.0.1.gaps.bed,/private/groups/hprc/qc/chrom_assignment/batch1/HG01928_hap2/analysis/assign_chromosomes_outputs/f4fc3373-d469-4db7-a3df-b1befb60b2e4/HG01928_mat_hprc_r2_v1.0.1.telo.bed,/private/groups/hprc/qc/chrom_assignment/batch1/HG01928_hap2/analysis/assign_chromosomes_outputs/7972c2b1-e3c3-4214-84a4-a1ea1019ee4d/mashmap_HG01928_mat_hprc_r2_v1.0.1_pi95.paf
HG01934_hap2,HG01934,2,trio,hifiasm,0.19.9,2024-09,HG01934_mat_hprc_r2_v1.0.1,hprc,GCA_042038345.1,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01934/assemblies/freeze_2/HG01934_mat_hprc_r2_v1.0.1.fa.gz.md5,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01934/assemblies/freeze_2/HG01934_mat_hprc_r2_v1.0.1.fa.gz.fai,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01934/assemblies/freeze_2/HG01934_mat_hprc_r2_v1.0.1.fa.gz.gzi,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01934/assemblies/freeze_2/HG01934_mat_hprc_r2_v1.0.1.fa.gz,/private/groups/hprc/qc/chrom_assignment/batch1/HG01934_hap2/analysis/assign_chromosomes_outputs/7f0974b5-bc0a-44cd-811b-6c1bdcfd171d/HG01934_mat_hprc_r2_v1.0.1.t2t_chromosomes.tsv,/private/groups/hprc/qc/chrom_assignment/batch1/HG01934_hap2/analysis/assign_chromosomes_outputs/7f0974b5-bc0a-44cd-811b-6c1bdcfd171d/HG01934_mat_hprc_r2_v1.0.1.chromAlias.txt,/private/groups/hprc/qc/chrom_assignment/batch1/HG01934_hap2/analysis/assign_chromosomes_outputs/a67f495f-dcfa-43e7-b8e6-cc66b8424a15/HG01934_mat_hprc_r2_v1.0.1.gaps.bed,/private/groups/hprc/qc/chrom_assignment/batch1/HG01934_hap2/analysis/assign_chromosomes_outputs/a67f495f-dcfa-43e7-b8e6-cc66b8424a15/HG01934_mat_hprc_r2_v1.0.1.telo.bed,/private/groups/hprc/qc/chrom_assignment/batch1/HG01934_hap2/analysis/assign_chromosomes_outputs/60baefd9-0da8-4610-86c2-2c9070f06432/mashmap_HG01934_mat_hprc_r2_v1.0.1_pi95.paf
HG01940_hap2,HG01940,2,trio,hifiasm,0.19.9,2024-09,HG01940_mat_hprc_r2_v1.0.1,hprc,GCA_042037435.1,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01940/assemblies/freeze_2/HG01940_mat_hprc_r2_v1.0.1.fa.gz.md5,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01940/assemblies/freeze_2/HG01940_mat_hprc_r2_v1.0.1.fa.gz.fai,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01940/assemblies/freeze_2/HG01940_mat_hprc_r2_v1.0.1.fa.gz.gzi,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01940/assemblies/freeze_2/HG01940_mat_hprc_r2_v1.0.1.fa.gz,/private/groups/hprc/qc/chrom_assignment/batch1/HG01940_hap2/analysis/assign_chromosomes_outputs/8f021623-fd09-463e-a740-a0ec9d33ee5b/HG01940_mat_hprc_r2_v1.0.1.t2t_chromosomes.tsv,/private/groups/hprc/qc/chrom_assignment/batch1/HG01940_hap2/analysis/assign_chromosomes_outputs/8f021623-fd09-463e-a740-a0ec9d33ee5b/HG01940_mat_hprc_r2_v1.0.1.chromAlias.txt,/private/groups/hprc/qc/chrom_assignment/batch1/HG01940_hap2/analysis/assign_chromosomes_outputs/cd48d4a4-b907-469c-980c-3002320e4007/HG01940_mat_hprc_r2_v1.0.1.gaps.bed,/private/groups/hprc/qc/chrom_assignment/batch1/HG01940_hap2/analysis/assign_chromosomes_outputs/cd48d4a4-b907-469c-980c-3002320e4007/HG01940_mat_hprc_r2_v1.0.1.telo.bed,/private/groups/hprc/qc/chrom_assignment/batch1/HG01940_hap2/analysis/assign_chromosomes_outputs/83ab1745-a587-443d-aeec-181dc3604b53/mashmap_HG01940_mat_hprc_r2_v1.0.1_pi95.paf
HG01960_hap2,HG01960,2,trio,hifiasm,0.19.9,2024-09,HG01960_mat_hprc_r2_v1.0.1,hprc,GCA_042037445.1,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01960/assemblies/freeze_2/HG01960_mat_hprc_r2_v1.0.1.fa.gz.md5,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01960/assemblies/freeze_2/HG01960_mat_hprc_r2_v1.0.1.fa.gz.fai,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01960/assemblies/freeze_2/HG01960_mat_hprc_r2_v1.0.1.fa.gz.gzi,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01960/assemblies/freeze_2/HG01960_mat_hprc_r2_v1.0.1.fa.gz,/private/groups/hprc/qc/chrom_assignment/batch1/HG01960_hap2/analysis/assign_chromosomes_outputs/9c445b17-4a09-4ba6-927e-937e10879212/HG01960_mat_hprc_r2_v1.0.1.t2t_chromosomes.tsv,/private/groups/hprc/qc/chrom_assignment/batch1/HG01960_hap2/analysis/assign_chromosomes_outputs/9c445b17-4a09-4ba6-927e-937e10879212/HG01960_mat_hprc_r2_v1.0.1.chromAlias.txt,/private/groups/hprc/qc/chrom_assignment/batch1/HG01960_hap2/analysis/assign_chromosomes_outputs/cf44d48f-3cce-431a-8a93-d70104eb1c06/HG01960_mat_hprc_r2_v1.0.1.gaps.bed,/private/groups/hprc/qc/chrom_assignment/batch1/HG01960_hap2/analysis/assign_chromosomes_outputs/cf44d48f-3cce-431a-8a93-d70104eb1c06/HG01960_mat_hprc_r2_v1.0.1.telo.bed,/private/groups/hprc/qc/chrom_assignment/batch1/HG01960_hap2/analysis/assign_chromosomes_outputs/485292ad-48bd-4982-9217-1daa081e755b/mashmap_HG01960_mat_hprc_r2_v1.0.1_pi95.paf
HG01969_hap2,HG01969,2,trio,hifiasm,0.19.9,2024-09,HG01969_mat_hprc_r2_v1.0.1,hprc,GCA_042037555.1,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01969/assemblies/freeze_2/HG01969_mat_hprc_r2_v1.0.1.fa.gz.md5,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01969/assemblies/freeze_2/HG01969_mat_hprc_r2_v1.0.1.fa.gz.fai,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01969/assemblies/freeze_2/HG01969_mat_hprc_r2_v1.0.1.fa.gz.gzi,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01969/assemblies/freeze_2/HG01969_mat_hprc_r2_v1.0.1.fa.gz,/private/groups/hprc/qc/chrom_assignment/batch1/HG01969_hap2/analysis/assign_chromosomes_outputs/c59b9074-8909-412e-bb7a-972adb28510f/HG01969_mat_hprc_r2_v1.0.1.t2t_chromosomes.tsv,/private/groups/hprc/qc/chrom_assignment/batch1/HG01969_hap2/analysis/assign_chromosomes_outputs/c59b9074-8909-412e-bb7a-972adb28510f/HG01969_mat_hprc_r2_v1.0.1.chromAlias.txt,/private/groups/hprc/qc/chrom_assignment/batch1/HG01969_hap2/analysis/assign_chromosomes_outputs/5ac6c9f6-1d3d-4baa-8b79-061b35cfc5bd/HG01969_mat_hprc_r2_v1.0.1.gaps.bed,/private/groups/hprc/qc/chrom_assignment/batch1/HG01969_hap2/analysis/assign_chromosomes_outputs/5ac6c9f6-1d3d-4baa-8b79-061b35cfc5bd/HG01969_mat_hprc_r2_v1.0.1.telo.bed,/private/groups/hprc/qc/chrom_assignment/batch1/HG01969_hap2/analysis/assign_chromosomes_outputs/ee3d1322-001f-4510-b097-53c457c8c193/mashmap_HG01969_mat_hprc_r2_v1.0.1_pi95.paf
HG01978_hap2,HG01978,2,trio,hifiasm,0.19.9,2024-09,HG01978_mat_hprc_r2_v1.1.0,hprc,GCA_018472865.2,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01978/assemblies/freeze_2/HG01978_mat_hprc_r2_v1.1.0.fa.gz.md5,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01978/assemblies/freeze_2/HG01978_mat_hprc_r2_v1.1.0.fa.gz.fai,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01978/assemblies/freeze_2/HG01978_mat_hprc_r2_v1.1.0.fa.gz.gzi,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01978/assemblies/freeze_2/HG01978_mat_hprc_r2_v1.1.0.fa.gz,/private/groups/hprc/qc/chrom_assignment/batch1/HG01978_hap2/analysis/assign_chromosomes_outputs/cc133848-c587-47e8-8db2-470ad80ef241/HG01978_mat_hprc_r2_v1.1.0.t2t_chromosomes.tsv,/private/groups/hprc/qc/chrom_assignment/batch1/HG01978_hap2/analysis/assign_chromosomes_outputs/cc133848-c587-47e8-8db2-470ad80ef241/HG01978_mat_hprc_r2_v1.1.0.chromAlias.txt,/private/groups/hprc/qc/chrom_assignment/batch1/HG01978_hap2/analysis/assign_chromosomes_outputs/5f11e236-95c0-4b81-8a2a-1b49c5e0c6f2/HG01978_mat_hprc_r2_v1.1.0.gaps.bed,/private/groups/hprc/qc/chrom_assignment/batch1/HG01978_hap2/analysis/assign_chromosomes_outputs/5f11e236-95c0-4b81-8a2a-1b49c5e0c6f2/HG01978_mat_hprc_r2_v1.1.0.telo.bed,/private/groups/hprc/qc/chrom_assignment/batch1/HG01978_hap2/analysis/assign_chromosomes_outputs/8090039d-f6f1-48af-bc55-1e5ec17ffd49/mashmap_HG01978_mat_hprc_r2_v1.1.0_pi95.paf
HG02071_hap2,HG02071,2,trio,hifiasm,0.19.9,2024-09,HG02071_mat_hprc_r2_v1.0.1,hprc,GCA_042036105.1,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG02071/assemblies/freeze_2/HG02071_mat_hprc_r2_v1.0.1.fa.gz.md5,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG02071/assemblies/freeze_2/HG02071_mat_hprc_r2_v1.0.1.fa.gz.fai,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG02071/assemblies/freeze_2/HG02071_mat_hprc_r2_v1.0.1.fa.gz.gzi,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG02071/assemblies/freeze_2/HG02071_mat_hprc_r2_v1.0.1.fa.gz,/private/groups/hprc/qc/chrom_assignment/batch1/HG02071_hap2/analysis/assign_chromosomes_outputs/1151182b-ee1c-42a5-8104-cd61b9bd9c44/HG02071_mat_hprc_r2_v1.0.1.t2t_chromosomes.tsv,/private/groups/hprc/qc/chrom_assignment/batch1/HG02071_hap2/analysis/assign_chromosomes_outputs/1151182b-ee1c-42a5-8104-cd61b9bd9c44/HG02071_mat_hprc_r2_v1.0.1.chromAlias.txt,/private/groups/hprc/qc/chrom_assignment/batch1/HG02071_hap2/analysis/assign_chromosomes_outputs/5784ab38-0ec0-4ca8-84ea-9015b945ef89/HG02071_mat_hprc_r2_v1.0.1.gaps.bed,/private/groups/hprc/qc/chrom_assignment/batch1/HG02071_hap2/analysis/assign_chromosomes_outputs/5784ab38-0ec0-4ca8-84ea-9015b945ef89/HG02071_mat_hprc_r2_v1.0.1.telo.bed,/private/groups/hprc/qc/chrom_assignment/batch1/HG02071_hap2/analysis/assign_chromosomes_outputs/a29a92c5-f0a6-4496-9c5a-140a7e4cec98/mashmap_HG02071_mat_hprc_r2_v1.0.1_pi95.paf
HG02074_hap2,HG02074,2,trio,hifiasm,0.19.9,2024-09,HG02074_mat_hprc_r2_v1.0.1,hprc,GCA_042036205.1,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG02074/assemblies/freeze_2/HG02074_mat_hprc_r2_v1.0.1.fa.gz.md5,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG02074/assemblies/freeze_2/HG02074_mat_hprc_r2_v1.0.1.fa.gz.fai,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG02074/assemblies/freeze_2/HG02074_mat_hprc_r2_v1.0.1.fa.gz.gzi,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG02074/assemblies/freeze_2/HG02074_mat_hprc_r2_v1.0.1.fa.gz,/private/groups/hprc/qc/chrom_assignment/batch1/HG02074_hap2/analysis/assign_chromosomes_outputs/cf8f39c9-1354-4824-9018-93e92a2bd5ad/HG02074_mat_hprc_r2_v1.0.1.t2t_chromosomes.tsv,/private/groups/hprc/qc/chrom_assignment/batch1/HG02074_hap2/analysis/assign_chromosomes_outputs/cf8f39c9-1354-4824-9018-93e92a2bd5ad/HG02074_mat_hprc_r2_v1.0.1.chromAlias.txt,/private/groups/hprc/qc/chrom_assignment/batch1/HG02074_hap2/analysis/assign_chromosomes_outputs/82f3c03a-69a3-464a-af80-a157ecaa5d4b/HG02074_mat_hprc_r2_v1.0.1.gaps.bed,/private/groups/hprc/qc/chrom_assignment/batch1/HG02074_hap2/analysis/assign_chromosomes_outputs/82f3c03a-69a3-464a-af80-a157ecaa5d4b/HG02074_mat_hprc_r2_v1.0.1.telo.bed,/private/groups/hprc/qc/chrom_assignment/batch1/HG02074_hap2/analysis/assign_chromosomes_outputs/4ed292ec-361a-4578-8892-7839d48ba760/mashmap_HG02074_mat_hprc_r2_v1.0.1_pi95.paf
HG02135_hap2,HG02135,2,trio,hifiasm,0.19.9,2024-09,HG02135_mat_hprc_r2_v1.0.1,hprc,GCA_042036245.1,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG02135/assemblies/freeze_2/HG02135_mat_hprc_r2_v1.0.1.fa.gz.md5,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG02135/assemblies/freeze_2/HG02135_mat_hprc_r2_v1.0.1.fa.gz.fai,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG02135/assemblies/freeze_2/HG02135_mat_hprc_r2_v1.0.1.fa.gz.gzi,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG02135/assemblies/freeze_2/HG02135_mat_hprc_r2_v1.0.1.fa.gz,/private/groups/hprc/qc/chrom_assignment/batch1/HG02135_hap2/analysis/assign_chromosomes_outputs/b87199bf-4e20-4eb3-832f-3bfce9c72ac4/HG02135_mat_hprc_r2_v1.0.1.t2t_chromosomes.tsv,/private/groups/hprc/qc/chrom_assignment/batch1/HG02135_hap2/analysis/assign_chromosomes_outputs/b87199bf-4e20-4eb3-832f-3bfce9c72ac4/HG02135_mat_hprc_r2_v1.0.1.chromAlias.txt,/private/groups/hprc/qc/chrom_assignment/batch1/HG02135_hap2/analysis/assign_chromosomes_outputs/a6d504fa-41d3-4527-818d-8d2a50cc5fd5/HG02135_mat_hprc_r2_v1.0.1.gaps.bed,/private/groups/hprc/qc/chrom_assignment/batch1/HG02135_hap2/analysis/assign_chromosomes_outputs/a6d504fa-41d3-4527-818d-8d2a50cc5fd5/HG02135_mat_hprc_r2_v1.0.1.telo.bed,/private/groups/hprc/qc/chrom_assignment/batch1/HG02135_hap2/analysis/assign_chromosomes_outputs/71487143-4f8f-4608-8a72-65afa100b685/mashmap_HG02135_mat_hprc_r2_v1.0.1_pi95.paf
HG02257_hap2,HG02257,2,trio,hifiasm,0.19.9,2024-09,HG02257_mat_hprc_r2_v1.1.0,hprc,GCA_018466845.2,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG02257/assemblies/freeze_2/HG02257_mat_hprc_r2_v1.1.0.fa.gz.md5,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG02257/assemblies/freeze_2/HG02257_mat_hprc_r2_v1.1.0.fa.gz.fai,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG02257/assemblies/freeze_2/HG02257_mat_hprc_r2_v1.1.0.fa.gz.gzi,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG02257/assemblies/freeze_2/HG02257_mat_hprc_r2_v1.1.0.fa.gz,/private/groups/hprc/qc/chrom_assignment/batch1/HG02257_hap2/analysis/assign_chromosomes_outputs/dcfda06e-3e84-4b46-a02e-5de98a6a8b8b/HG02257_mat_hprc_r2_v1.1.0.t2t_chromosomes.tsv,/private/groups/hprc/qc/chrom_assignment/batch1/HG02257_hap2/analysis/assign_chromosomes_outputs/dcfda06e-3e84-4b46-a02e-5de98a6a8b8b/HG02257_mat_hprc_r2_v1.1.0.chromAlias.txt,/private/groups/hprc/qc/chrom_assignment/batch1/HG02257_hap2/analysis/assign_chromosomes_outputs/5d5eb71d-5743-4e95-8d4c-be549be6c89c/HG02257_mat_hprc_r2_v1.1.0.gaps.bed,/private/groups/hprc/qc/chrom_assignment/batch1/HG02257_hap2/analysis/assign_chromosomes_outputs/5d5eb71d-5743-4e95-8d4c-be549be6c89c/HG02257_mat_hprc_r2_v1.1.0.telo.bed,/private/groups/hprc/qc/chrom_assignment/batch1/HG02257_hap2/analysis/assign_chromosomes_outputs/596d1556-ffa4-44d1-8027-9ab60afbed0c/mashmap_HG02257_mat_hprc_r2_v1.1.0_pi95.paf
