sample_id,mapping_info,alignment_link,hap1_assembly_name,hap1_assembly,hap2_assembly_name,hap2_assembly
HG02273,R941_minimap2_2.28,s3://human-pangenomics/submissions/ca366a13-5bad-487b-8a57-97344e9aa0e4--HPRC_RELEASE_2_SUPPLEMENTARY_ASSEMBLY_QC/HG02273/hprc_r2/assembly_qc/read_alignments/ont/HG02273.R941_minimap2_2.28.corrected.bam,HG02273_hap1_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG02273/assemblies/freeze_2/HG02273_hap1_hprc_r2_v1.0.1.fa.gz,HG02273_hap2_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG02273/assemblies/freeze_2/HG02273_hap2_hprc_r2_v1.0.1.fa.gz
HG02922,R941_minimap2_2.28,s3://human-pangenomics/submissions/ca366a13-5bad-487b-8a57-97344e9aa0e4--HPRC_RELEASE_2_SUPPLEMENTARY_ASSEMBLY_QC/HG02922/hprc_r2/assembly_qc/read_alignments/ont/HG02922.R941_minimap2_2.28.corrected.bam,HG02922_hap1_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG02922/assemblies/freeze_2/HG02922_hap1_hprc_r2_v1.0.1.fa.gz,HG02922_hap2_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG02922/assemblies/freeze_2/HG02922_hap2_hprc_r2_v1.0.1.fa.gz
HG02965,R941_minimap2_2.28,s3://human-pangenomics/submissions/ca366a13-5bad-487b-8a57-97344e9aa0e4--HPRC_RELEASE_2_SUPPLEMENTARY_ASSEMBLY_QC/HG02965/hprc_r2/assembly_qc/read_alignments/ont/HG02965.R941_minimap2_2.28.corrected.bam,HG02965_hap1_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG02965/assemblies/freeze_2/HG02965_hap1_hprc_r2_v1.0.1.fa.gz,HG02965_hap2_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG02965/assemblies/freeze_2/HG02965_hap2_hprc_r2_v1.0.1.fa.gz
HG02976,R941_minimap2_2.28,s3://human-pangenomics/submissions/ca366a13-5bad-487b-8a57-97344e9aa0e4--HPRC_RELEASE_2_SUPPLEMENTARY_ASSEMBLY_QC/HG02976/hprc_r2/assembly_qc/read_alignments/ont/HG02976.R941_minimap2_2.28.corrected.bam,HG02976_hap1_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG02976/assemblies/freeze_2/HG02976_hap1_hprc_r2_v1.0.1.fa.gz,HG02976_hap2_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG02976/assemblies/freeze_2/HG02976_hap2_hprc_r2_v1.0.1.fa.gz
HG03130,R941_minimap2_2.28,s3://human-pangenomics/submissions/ca366a13-5bad-487b-8a57-97344e9aa0e4--HPRC_RELEASE_2_SUPPLEMENTARY_ASSEMBLY_QC/HG03130/hprc_r2/assembly_qc/read_alignments/ont/HG03130.R941_minimap2_2.28.corrected.bam,HG03130_hap1_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG03130/assemblies/freeze_2/HG03130_hap1_hprc_r2_v1.0.1.fa.gz,HG03130_hap2_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG03130/assemblies/freeze_2/HG03130_hap2_hprc_r2_v1.0.1.fa.gz
HG03195,R941_minimap2_2.28,s3://human-pangenomics/submissions/ca366a13-5bad-487b-8a57-97344e9aa0e4--HPRC_RELEASE_2_SUPPLEMENTARY_ASSEMBLY_QC/HG03195/hprc_r2/assembly_qc/read_alignments/ont/HG03195.R941_minimap2_2.28.corrected.bam,HG03195_hap1_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG03195/assemblies/freeze_2/HG03195_hap1_hprc_r2_v1.0.1.fa.gz,HG03195_hap2_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG03195/assemblies/freeze_2/HG03195_hap2_hprc_r2_v1.0.1.fa.gz
HG03209,R941_minimap2_2.28,s3://human-pangenomics/submissions/ca366a13-5bad-487b-8a57-97344e9aa0e4--HPRC_RELEASE_2_SUPPLEMENTARY_ASSEMBLY_QC/HG03209/hprc_r2/assembly_qc/read_alignments/ont/HG03209.R941_minimap2_2.28.corrected.bam,HG03209_hap1_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG03209/assemblies/freeze_2/HG03209_hap1_hprc_r2_v1.0.1.fa.gz,HG03209_hap2_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG03209/assemblies/freeze_2/HG03209_hap2_hprc_r2_v1.0.1.fa.gz
NA18522,R941_minimap2_2.28,s3://human-pangenomics/submissions/ca366a13-5bad-487b-8a57-97344e9aa0e4--HPRC_RELEASE_2_SUPPLEMENTARY_ASSEMBLY_QC/NA18522/hprc_r2/assembly_qc/read_alignments/ont/NA18522.R941_minimap2_2.28.corrected.bam,NA18522_hap1_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA18522/assemblies/freeze_2/NA18522_hap1_hprc_r2_v1.0.1.fa.gz,NA18522_hap2_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA18522/assemblies/freeze_2/NA18522_hap2_hprc_r2_v1.0.1.fa.gz
NA18747,R941_minimap2_2.28,s3://human-pangenomics/submissions/ca366a13-5bad-487b-8a57-97344e9aa0e4--HPRC_RELEASE_2_SUPPLEMENTARY_ASSEMBLY_QC/NA18747/hprc_r2/assembly_qc/read_alignments/ont/NA18747.R941_minimap2_2.28.corrected.bam,NA18747_hap1_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA18747/assemblies/freeze_2/NA18747_hap1_hprc_r2_v1.0.1.fa.gz,NA18747_hap2_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA18747/assemblies/freeze_2/NA18747_hap2_hprc_r2_v1.0.1.fa.gz
NA18971,R941_minimap2_2.28,s3://human-pangenomics/submissions/ca366a13-5bad-487b-8a57-97344e9aa0e4--HPRC_RELEASE_2_SUPPLEMENTARY_ASSEMBLY_QC/NA18971/hprc_r2/assembly_qc/read_alignments/ont/NA18971.R941_minimap2_2.28.corrected.bam,NA18971_hap1_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA18971/assemblies/freeze_2/NA18971_hap1_hprc_r2_v1.0.1.fa.gz,NA18971_hap2_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA18971/assemblies/freeze_2/NA18971_hap2_hprc_r2_v1.0.1.fa.gz
NA18983,R941_minimap2_2.28,s3://human-pangenomics/submissions/ca366a13-5bad-487b-8a57-97344e9aa0e4--HPRC_RELEASE_2_SUPPLEMENTARY_ASSEMBLY_QC/NA18983/hprc_r2/assembly_qc/read_alignments/ont/NA18983.R941_minimap2_2.28.corrected.bam,NA18983_hap1_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA18983/assemblies/freeze_2/NA18983_hap1_hprc_r2_v1.0.1.fa.gz,NA18983_hap2_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA18983/assemblies/freeze_2/NA18983_hap2_hprc_r2_v1.0.1.fa.gz
NA19043,R941_minimap2_2.28,s3://human-pangenomics/submissions/ca366a13-5bad-487b-8a57-97344e9aa0e4--HPRC_RELEASE_2_SUPPLEMENTARY_ASSEMBLY_QC/NA19043/hprc_r2/assembly_qc/read_alignments/ont/NA19043.R941_minimap2_2.28.corrected.bam,NA19043_hap1_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA19043/assemblies/freeze_2/NA19043_hap1_hprc_r2_v1.0.1.fa.gz,NA19043_hap2_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA19043/assemblies/freeze_2/NA19043_hap2_hprc_r2_v1.0.1.fa.gz
NA20905,R941_minimap2_2.28,s3://human-pangenomics/submissions/ca366a13-5bad-487b-8a57-97344e9aa0e4--HPRC_RELEASE_2_SUPPLEMENTARY_ASSEMBLY_QC/NA20905/hprc_r2/assembly_qc/read_alignments/ont/NA20905.R941_minimap2_2.28.corrected.bam,NA20905_hap1_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA20905/assemblies/freeze_2/NA20905_hap1_hprc_r2_v1.0.1.fa.gz,NA20905_hap2_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA20905/assemblies/freeze_2/NA20905_hap2_hprc_r2_v1.0.1.fa.gz
HG01530,R941_minimap2_2.28,s3://human-pangenomics/submissions/ca366a13-5bad-487b-8a57-97344e9aa0e4--HPRC_RELEASE_2_SUPPLEMENTARY_ASSEMBLY_QC/HG01530/hprc_r2/assembly_qc/read_alignments/ont/HG01530.R941_minimap2_2.28.corrected.bam,HG01530_hap1_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01530/assemblies/freeze_2/HG01530_hap1_hprc_r2_v1.0.1.fa.gz,HG01530_hap2_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01530/assemblies/freeze_2/HG01530_hap2_hprc_r2_v1.0.1.fa.gz
HG01784,R941_minimap2_2.28,s3://human-pangenomics/submissions/ca366a13-5bad-487b-8a57-97344e9aa0e4--HPRC_RELEASE_2_SUPPLEMENTARY_ASSEMBLY_QC/HG01784/hprc_r2/assembly_qc/read_alignments/ont/HG01784.R941_minimap2_2.28.corrected.bam,HG01784_hap1_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01784/assemblies/freeze_2/HG01784_hap1_hprc_r2_v1.0.1.fa.gz,HG01784_hap2_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01784/assemblies/freeze_2/HG01784_hap2_hprc_r2_v1.0.1.fa.gz
HG02391,R941_minimap2_2.28,s3://human-pangenomics/submissions/ca366a13-5bad-487b-8a57-97344e9aa0e4--HPRC_RELEASE_2_SUPPLEMENTARY_ASSEMBLY_QC/HG02391/hprc_r2/assembly_qc/read_alignments/ont/HG02391.R941_minimap2_2.28.corrected.bam,HG02391_hap1_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG02391/assemblies/freeze_2/HG02391_hap1_hprc_r2_v1.0.1.fa.gz,HG02391_hap2_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG02391/assemblies/freeze_2/HG02391_hap2_hprc_r2_v1.0.1.fa.gz
HG03471,R941_minimap2_2.28,s3://human-pangenomics/submissions/ca366a13-5bad-487b-8a57-97344e9aa0e4--HPRC_RELEASE_2_SUPPLEMENTARY_ASSEMBLY_QC/HG03471/hprc_r2/assembly_qc/read_alignments/ont/HG03471.R941_minimap2_2.28.corrected.bam,HG03471_hap1_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG03471/assemblies/freeze_2/HG03471_hap1_hprc_r2_v1.0.1.fa.gz,HG03471_hap2_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG03471/assemblies/freeze_2/HG03471_hap2_hprc_r2_v1.0.1.fa.gz
HG03742,R941_minimap2_2.28,s3://human-pangenomics/submissions/ca366a13-5bad-487b-8a57-97344e9aa0e4--HPRC_RELEASE_2_SUPPLEMENTARY_ASSEMBLY_QC/HG03742/hprc_r2/assembly_qc/read_alignments/ont/HG03742.R941_minimap2_2.28.corrected.bam,HG03742_hap1_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG03742/assemblies/freeze_2/HG03742_hap1_hprc_r2_v1.0.1.fa.gz,HG03742_hap2_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG03742/assemblies/freeze_2/HG03742_hap2_hprc_r2_v1.0.1.fa.gz
NA18570,R941_minimap2_2.28,s3://human-pangenomics/submissions/ca366a13-5bad-487b-8a57-97344e9aa0e4--HPRC_RELEASE_2_SUPPLEMENTARY_ASSEMBLY_QC/NA18570/hprc_r2/assembly_qc/read_alignments/ont/NA18570.R941_minimap2_2.28.corrected.bam,NA18570_hap1_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA18570/assemblies/freeze_2/NA18570_hap1_hprc_r2_v1.0.1.fa.gz,NA18570_hap2_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA18570/assemblies/freeze_2/NA18570_hap2_hprc_r2_v1.0.1.fa.gz
NA19087,R941_minimap2_2.28,s3://human-pangenomics/submissions/ca366a13-5bad-487b-8a57-97344e9aa0e4--HPRC_RELEASE_2_SUPPLEMENTARY_ASSEMBLY_QC/NA19087/hprc_r2/assembly_qc/read_alignments/ont/NA19087.R941_minimap2_2.28.corrected.bam,NA19087_hap1_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA19087/assemblies/freeze_2/NA19087_hap1_hprc_r2_v1.0.1.fa.gz,NA19087_hap2_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA19087/assemblies/freeze_2/NA19087_hap2_hprc_r2_v1.0.1.fa.gz
NA19185,R941_minimap2_2.28,s3://human-pangenomics/submissions/ca366a13-5bad-487b-8a57-97344e9aa0e4--HPRC_RELEASE_2_SUPPLEMENTARY_ASSEMBLY_QC/NA19185/hprc_r2/assembly_qc/read_alignments/ont/NA19185.R941_minimap2_2.28.corrected.bam,NA19185_hap1_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA19185/assemblies/freeze_2/NA19185_hap1_hprc_r2_v1.0.1.fa.gz,NA19185_hap2_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA19185/assemblies/freeze_2/NA19185_hap2_hprc_r2_v1.0.1.fa.gz
NA19338,R941_minimap2_2.28,s3://human-pangenomics/submissions/ca366a13-5bad-487b-8a57-97344e9aa0e4--HPRC_RELEASE_2_SUPPLEMENTARY_ASSEMBLY_QC/NA19338/hprc_r2/assembly_qc/read_alignments/ont/NA19338.R941_minimap2_2.28.corrected.bam,NA19338_hap1_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA19338/assemblies/freeze_2/NA19338_hap1_hprc_r2_v1.0.1.fa.gz,NA19338_hap2_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA19338/assemblies/freeze_2/NA19338_hap2_hprc_r2_v1.0.1.fa.gz
NA19391,R941_minimap2_2.28,s3://human-pangenomics/submissions/ca366a13-5bad-487b-8a57-97344e9aa0e4--HPRC_RELEASE_2_SUPPLEMENTARY_ASSEMBLY_QC/NA19391/hprc_r2/assembly_qc/read_alignments/ont/NA19391.R941_minimap2_2.28.corrected.bam,NA19391_hap1_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA19391/assemblies/freeze_2/NA19391_hap1_hprc_r2_v1.0.1.fa.gz,NA19391_hap2_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA19391/assemblies/freeze_2/NA19391_hap2_hprc_r2_v1.0.1.fa.gz
NA19468,R941_minimap2_2.28,s3://human-pangenomics/submissions/ca366a13-5bad-487b-8a57-97344e9aa0e4--HPRC_RELEASE_2_SUPPLEMENTARY_ASSEMBLY_QC/NA19468/hprc_r2/assembly_qc/read_alignments/ont/NA19468.R941_minimap2_2.28.corrected.bam,NA19468_hap1_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA19468/assemblies/freeze_2/NA19468_hap1_hprc_r2_v1.0.1.fa.gz,NA19468_hap2_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA19468/assemblies/freeze_2/NA19468_hap2_hprc_r2_v1.0.1.fa.gz
HG00438,R941_minimap2_2.28,s3://human-pangenomics/submissions/ca366a13-5bad-487b-8a57-97344e9aa0e4--HPRC_RELEASE_2_SUPPLEMENTARY_ASSEMBLY_QC/HG00438/hprc_r2/assembly_qc/read_alignments/ont/HG00438.R941_minimap2_2.28.corrected.bam,HG00438_pat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG00438/assemblies/freeze_2/HG00438_pat_hprc_r2_v1.0.1.fa.gz,HG00438_mat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG00438/assemblies/freeze_2/HG00438_mat_hprc_r2_v1.0.1.fa.gz
HG00558,R941_minimap2_2.28,s3://human-pangenomics/submissions/ca366a13-5bad-487b-8a57-97344e9aa0e4--HPRC_RELEASE_2_SUPPLEMENTARY_ASSEMBLY_QC/HG00558/hprc_r2/assembly_qc/read_alignments/ont/HG00558.R941_minimap2_2.28.corrected.bam,HG00558_pat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG00558/assemblies/freeze_2/HG00558_pat_hprc_r2_v1.0.1.fa.gz,HG00558_mat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG00558/assemblies/freeze_2/HG00558_mat_hprc_r2_v1.0.1.fa.gz
HG00639,R941_minimap2_2.28,s3://human-pangenomics/submissions/ca366a13-5bad-487b-8a57-97344e9aa0e4--HPRC_RELEASE_2_SUPPLEMENTARY_ASSEMBLY_QC/HG00639/hprc_r2/assembly_qc/read_alignments/ont/HG00639.R941_minimap2_2.28.corrected.bam,HG00639_pat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG00639/assemblies/freeze_2/HG00639_pat_hprc_r2_v1.0.1.fa.gz,HG00639_mat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG00639/assemblies/freeze_2/HG00639_mat_hprc_r2_v1.0.1.fa.gz
HG00658,R941_minimap2_2.28,s3://human-pangenomics/submissions/ca366a13-5bad-487b-8a57-97344e9aa0e4--HPRC_RELEASE_2_SUPPLEMENTARY_ASSEMBLY_QC/HG00658/hprc_r2/assembly_qc/read_alignments/ont/HG00658.R941_minimap2_2.28.corrected.bam,HG00658_pat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG00658/assemblies/freeze_2/HG00658_pat_hprc_r2_v1.0.1.fa.gz,HG00658_mat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG00658/assemblies/freeze_2/HG00658_mat_hprc_r2_v1.0.1.fa.gz
HG00673,R941_minimap2_2.28,s3://human-pangenomics/submissions/ca366a13-5bad-487b-8a57-97344e9aa0e4--HPRC_RELEASE_2_SUPPLEMENTARY_ASSEMBLY_QC/HG00673/hprc_r2/assembly_qc/read_alignments/ont/HG00673.R941_minimap2_2.28.corrected.bam,HG00673_pat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG00673/assemblies/freeze_2/HG00673_pat_hprc_r2_v1.0.1.fa.gz,HG00673_mat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG00673/assemblies/freeze_2/HG00673_mat_hprc_r2_v1.0.1.fa.gz
HG01071,R941_minimap2_2.28,s3://human-pangenomics/submissions/ca366a13-5bad-487b-8a57-97344e9aa0e4--HPRC_RELEASE_2_SUPPLEMENTARY_ASSEMBLY_QC/HG01071/hprc_r2/assembly_qc/read_alignments/ont/HG01071.R941_minimap2_2.28.corrected.bam,HG01071_pat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01071/assemblies/freeze_2/HG01071_pat_hprc_r2_v1.0.1.fa.gz,HG01071_mat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01071/assemblies/freeze_2/HG01071_mat_hprc_r2_v1.0.1.fa.gz
HG01074,R941_minimap2_2.28,s3://human-pangenomics/submissions/ca366a13-5bad-487b-8a57-97344e9aa0e4--HPRC_RELEASE_2_SUPPLEMENTARY_ASSEMBLY_QC/HG01074/hprc_r2/assembly_qc/read_alignments/ont/HG01074.R941_minimap2_2.28.corrected.bam,HG01074_pat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01074/assemblies/freeze_2/HG01074_pat_hprc_r2_v1.0.1.fa.gz,HG01074_mat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01074/assemblies/freeze_2/HG01074_mat_hprc_r2_v1.0.1.fa.gz
HG01081,R941_minimap2_2.28,s3://human-pangenomics/submissions/ca366a13-5bad-487b-8a57-97344e9aa0e4--HPRC_RELEASE_2_SUPPLEMENTARY_ASSEMBLY_QC/HG01081/hprc_r2/assembly_qc/read_alignments/ont/HG01081.R941_minimap2_2.28.corrected.bam,HG01081_pat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01081/assemblies/freeze_2/HG01081_pat_hprc_r2_v1.0.1.fa.gz,HG01081_mat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01081/assemblies/freeze_2/HG01081_mat_hprc_r2_v1.0.1.fa.gz
HG01123,R941_minimap2_2.28,s3://human-pangenomics/submissions/ca366a13-5bad-487b-8a57-97344e9aa0e4--HPRC_RELEASE_2_SUPPLEMENTARY_ASSEMBLY_QC/HG01123/hprc_r2/assembly_qc/read_alignments/ont/HG01123.R941_minimap2_2.28.corrected.bam,HG01123_pat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01123/assemblies/freeze_2/HG01123_pat_hprc_r2_v1.0.1.fa.gz,HG01123_mat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01123/assemblies/freeze_2/HG01123_mat_hprc_r2_v1.0.1.fa.gz
HG01150,R941_minimap2_2.28,s3://human-pangenomics/submissions/ca366a13-5bad-487b-8a57-97344e9aa0e4--HPRC_RELEASE_2_SUPPLEMENTARY_ASSEMBLY_QC/HG01150/hprc_r2/assembly_qc/read_alignments/ont/HG01150.R941_minimap2_2.28.corrected.bam,HG01150_pat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01150/assemblies/freeze_2/HG01150_pat_hprc_r2_v1.0.1.fa.gz,HG01150_mat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01150/assemblies/freeze_2/HG01150_mat_hprc_r2_v1.0.1.fa.gz
HG01252,R941_minimap2_2.28,s3://human-pangenomics/submissions/ca366a13-5bad-487b-8a57-97344e9aa0e4--HPRC_RELEASE_2_SUPPLEMENTARY_ASSEMBLY_QC/HG01252/hprc_r2/assembly_qc/read_alignments/ont/HG01252.R941_minimap2_2.28.corrected.bam,HG01252_pat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01252/assemblies/freeze_2/HG01252_pat_hprc_r2_v1.0.1.fa.gz,HG01252_mat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01252/assemblies/freeze_2/HG01252_mat_hprc_r2_v1.0.1.fa.gz
